year,IPC1,IPC2,IPC4,IPC5
1750,0.000103,0.0,0.000153,0.0
1751,0.000104,0.0,0.000153,0.0
1752,0.000104,0.0,0.000154,0.0
1753,0.00010499999999999999,0.0,0.000155,0.0
1754,0.00010499999999999999,0.0,0.000156,0.0
1755,0.000106,0.0,0.000157,0.0
1756,0.000106,0.0,0.000157,0.0
1757,0.000107,0.0,0.000158,0.0
1758,0.000107,0.0,0.00015900000000000002,0.0
1759,0.000108,0.0,0.00016,0.0
1760,0.000108,0.0,0.000161,0.0
1761,0.00010899999999999999,0.0,0.000162,0.0
1762,0.00010899999999999999,0.0,0.000162,0.0
1763,0.00011,0.0,0.000163,0.0
1764,0.00011,0.0,0.000164,0.0
1765,0.000111,0.0,0.000165,0.0
1766,0.000111,0.0,0.000166,0.0
1767,0.000112,0.0,0.00016700000000000002,0.0
1768,0.000112,0.0,0.00016700000000000002,0.0
1769,0.00011300000000000001,0.0,0.00016800000000000002,0.0
1770,0.00011300000000000001,0.0,0.00016900000000000002,0.0
1771,0.000114,0.0,0.00017,0.0
1772,0.000114,0.0,0.000171,0.0
1773,0.000115,0.0,0.00017199999999999998,0.0
1774,0.000115,0.0,0.00017299999999999998,0.0
1775,0.000116,0.0,0.000174,0.0
1776,0.000116,0.0,0.000174,0.0
1777,0.00011700000000000001,0.0,0.000175,0.0
1778,0.00011700000000000001,0.0,0.000176,0.0
1779,0.000118,0.0,0.000177,0.0
1780,0.000118,0.0,0.000178,0.0
1781,0.00011899999999999999,0.0,0.000179,0.0
1782,0.00011899999999999999,0.0,0.00017999999999999998,0.0
1783,0.00011999999999999999,0.0,0.00018099999999999998,0.0
1784,0.00011999999999999999,0.0,0.000182,0.0
1785,0.000121,0.0,0.000183,0.0
1786,0.000121,0.0,0.000184,0.0
1787,0.000122,0.0,0.000185,0.0
1788,0.000122,0.0,0.000186,0.0
1789,0.000123,0.0,0.000186,0.0
1790,0.000123,0.0,0.000187,0.0
1791,0.000124,0.0,0.000188,0.0
1792,0.000124,0.0,0.000189,0.0
1793,0.000125,0.0,0.00019,0.0
1794,0.000125,0.0,0.000191,0.0
1795,0.000126,0.0,0.000192,0.0
1796,0.000126,0.0,0.000193,0.0
1797,0.000127,0.0,0.000194,0.0
1798,0.000127,0.0,0.000195,0.0
1799,0.000128,0.0,0.00019600000000000002,0.0
1800,0.000128,0.0,0.00019700000000000002,0.0
