year,IPC1,IPC4,IPCMAG
1750,,2.73e-08,8.82e-09
1751,,2.73e-08,8.83e-09
1752,,2.7399999999999997e-08,8.85e-09
1753,,2.75e-08,8.87e-09
1754,,2.75e-08,8.889999999999999e-09
1755,,2.76e-08,8.91e-09
1756,,2.77e-08,8.93e-09
1757,,2.77e-08,8.95e-09
1758,,2.78e-08,8.97e-09
1759,,2.78e-08,8.98e-09
1760,,2.7900000000000002e-08,9e-09
1761,,2.8e-08,9.02e-09
1762,,2.8e-08,9.04e-09
1763,,2.81e-08,9.06e-09
1764,,2.81e-08,9.08e-09
1765,,2.82e-08,9.099999999999999e-09
1766,,2.83e-08,9.120000000000002e-09
1767,,2.83e-08,9.140000000000001e-09
1768,,2.84e-08,9.150000000000001e-09
1769,,2.85e-08,9.17e-09
1770,,2.85e-08,9.19e-09
1771,,2.86e-08,9.21e-09
1772,,2.86e-08,9.229999999999999e-09
1773,,2.87e-08,9.25e-09
1774,,2.88e-08,9.27e-09
1775,,2.88e-08,9.29e-09
1776,,2.89e-08,9.31e-09
1777,,2.9e-08,9.33e-09
1778,,2.9e-08,9.350000000000001e-09
1779,,2.91e-08,9.37e-09
1780,,2.91e-08,9.38e-09
1781,,2.92e-08,9.4e-09
1782,,2.93e-08,9.42e-09
1783,,2.93e-08,9.439999999999999e-09
1784,,2.94e-08,9.46e-09
1785,,2.95e-08,9.480000000000001e-09
1786,,2.95e-08,9.5e-09
1787,,2.96e-08,9.52e-09
1788,,2.97e-08,9.54e-09
1789,,2.97e-08,9.56e-09
1790,,2.98e-08,9.58e-09
1791,,2.98e-08,9.6e-09
1792,,2.9899999999999996e-08,9.62e-09
1793,,3.0000000000000004e-08,9.639999999999999e-09
1794,,3.0000000000000004e-08,9.66e-09
1795,,3.01e-08,9.680000000000001e-09
1796,,3.02e-08,9.700000000000001e-09
1797,,3.02e-08,9.72e-09
1798,,3.03e-08,9.74e-09
1799,,3.04e-08,9.76e-09
1800,,3.04e-08,9.779999999999999e-09
1801,,3.05e-08,9.8e-09
1802,,3.05e-08,9.82e-09
1803,,3.0599999999999996e-08,9.84e-09
1804,,3.0700000000000004e-08,9.86e-09
1805,,3.0700000000000004e-08,9.88e-09
1806,,3.0800000000000004e-08,9.9e-09
1807,,3.09e-08,9.92e-09
1808,,3.09e-08,9.94e-09
1809,,3.1e-08,9.96e-09
1810,,3.1099999999999994e-08,9.979999999999999e-09
1811,,3.12e-08,1e-08
1812,,3.13e-08,1.01e-08
1813,,3.1399999999999997e-08,1.01e-08
1814,,3.15e-08,1.01e-08
1815,,3.1600000000000005e-08,1.02e-08
1816,,3.17e-08,1.02e-08
1817,,3.18e-08,1.03e-08
1818,,3.19e-08,1.03e-08
1819,,3.1999999999999995e-08,1.03e-08
1820,,3.21e-08,1.04e-08
1821,,3.23e-08,1.04e-08
1822,,3.25e-08,1.05e-08
1823,,3.27e-08,1.05e-08
1824,,3.29e-08,1.05e-08
