year,IPC1,IPC2,IPC4,IPC5
1750,0.0012,0.0,0.0,1.02e-17
1751,0.00121,0.0,0.0,0.0005200000000000001
1752,0.00122,0.0,0.0,0.0010400000000000001
1753,0.00122,0.0,0.0,0.00156
1754,0.00123,0.0,0.0,0.0020800000000000003
1755,0.00124,0.0,0.0,0.0026
1756,0.00125,0.0,0.0,0.00312
1757,0.00126,0.0,0.0,0.00364
1758,0.00126,0.0,0.0,0.0041600000000000005
1759,0.00127,0.0,0.0,0.00468
1760,0.00128,0.0,0.0,0.0052
1761,0.0012900000000000001,0.0,0.0,0.005719999999999999
1762,0.0013,0.0,0.0,0.00624
1763,0.00131,0.0,0.0,0.0067599999999999995
1764,0.00132,0.0,0.0,0.00729
1765,0.00132,0.0,0.0,0.007809999999999999
1766,0.00133,0.0,0.0,0.00833
1767,0.00134,0.0,0.0,0.00885
1768,0.00135,0.0,0.0,0.00937
1769,0.00136,0.0,0.0,0.009890000000000001
1770,0.0013700000000000001,0.0,0.0,0.0104
1771,0.00138,0.0,0.0,0.0109
1772,0.00139,0.0,0.0,0.0114
1773,0.00139,0.0,0.0,0.012
1774,0.0014,0.0,0.0,0.0125
1775,0.00141,0.0,0.0,0.013
1776,0.0014199999999999998,0.0,0.0,0.0135
1777,0.0014299999999999998,0.0,0.0,0.0141
1778,0.0014399999999999999,0.0,0.0,0.0146
1779,0.00145,0.0,0.0,0.015099999999999999
1780,0.00146,0.0,0.0,0.0156
1781,0.00147,0.0,0.0,0.0161
1782,0.00148,0.0,0.0,0.0167
1783,0.00149,0.0,0.0,0.0172
1784,0.0015,0.0,0.0,0.0177
1785,0.0015,0.0,0.0,0.0182
1786,0.00151,0.0,0.0,0.018699999999999998
1787,0.00152,0.0,0.0,0.0193
1788,0.0015300000000000001,0.0,0.0,0.0198
1789,0.0015400000000000001,0.0,0.0,0.020300000000000002
1790,0.00155,0.0,0.0,0.0208
1791,0.00156,0.0,0.0,0.0213
1792,0.00157,0.0,0.0,0.0219
1793,0.00158,0.0,0.0,0.0224
1794,0.00159,0.0,0.0,0.0229
1795,0.0016,0.0,0.0,0.023399999999999997
1796,0.00161,0.0,0.0,0.023899999999999998
1797,0.0016200000000000001,0.0,0.0,0.0245
1798,0.00163,0.0,0.0,0.025
1799,0.00164,0.0,0.0,0.0255
1800,0.00165,0.0,0.0,0.026
1801,0.00166,0.0,0.0,0.0265
1802,0.0016699999999999998,0.0,0.0,0.027100000000000003
1803,0.0016799999999999999,0.0,0.0,0.027600000000000003
1804,0.0016899999999999999,0.0,0.0,0.0281
