year,IPC1,IPC2,IPC4,IPC5
1750,0.0,0.0,1.32e-08,-0.0
1751,0.0,0.0,1.33e-08,-0.0
1752,0.0,0.0,1.33e-08,-0.0
1753,0.0,0.0,1.3400000000000001e-08,-0.0
1754,0.0,0.0,1.35e-08,-0.0
1755,0.0,0.0,1.35e-08,-0.0
1756,0.0,0.0,1.3600000000000001e-08,-0.0
1757,0.0,0.0,1.3699999999999999e-08,-0.0
1758,0.0,0.0,1.38e-08,-0.0
1759,0.0,0.0,1.38e-08,-0.0
1760,0.0,0.0,1.39e-08,-0.0
1761,0.0,0.0,1.4e-08,-0.0
1762,0.0,0.0,1.4e-08,-0.0
1763,0.0,0.0,1.41e-08,-0.0
1764,0.0,0.0,1.42e-08,-0.0
1765,0.0,0.0,1.43e-08,-0.0
1766,0.0,0.0,1.43e-08,-0.0
1767,0.0,0.0,1.44e-08,-0.0
1768,0.0,0.0,1.45e-08,-0.0
1769,0.0,0.0,1.46e-08,-0.0
1770,0.0,0.0,1.46e-08,-0.0
1771,0.0,0.0,1.47e-08,-0.0
1772,0.0,0.0,1.48e-08,-0.0
1773,0.0,0.0,1.49e-08,-0.0
1774,0.0,0.0,1.49e-08,-0.0
1775,0.0,0.0,1.5000000000000002e-08,-0.0
1776,0.0,0.0,1.51e-08,-0.0
1777,0.0,0.0,1.52e-08,-0.0
1778,0.0,0.0,1.52e-08,-0.0
1779,0.0,0.0,1.5299999999999998e-08,-0.0
1780,0.0,0.0,1.5400000000000002e-08,-0.0
1781,0.0,0.0,1.55e-08,-0.0
1782,0.0,0.0,1.56e-08,-0.0
1783,0.0,0.0,1.56e-08,-0.0
1784,0.0,0.0,1.5699999999999998e-08,-0.0
1785,0.0,0.0,1.5800000000000003e-08,-0.0
1786,0.0,0.0,1.59e-08,-0.0
1787,0.0,0.0,1.5999999999999998e-08,-0.0
1788,0.0,0.0,1.5999999999999998e-08,-0.0
1789,0.0,0.0,1.61e-08,-0.0
1790,0.0,0.0,1.62e-08,-0.0
1791,0.0,0.0,1.63e-08,-0.0
1792,0.0,0.0,1.6399999999999998e-08,-0.0
1793,0.0,0.0,1.6500000000000002e-08,-0.0
1794,0.0,0.0,1.6500000000000002e-08,-0.0
1795,0.0,0.0,1.66e-08,-0.0
1796,0.0,0.0,1.67e-08,-0.0
1797,0.0,0.0,1.6799999999999998e-08,-0.0
1798,0.0,0.0,1.6900000000000002e-08,-0.0
1799,0.0,0.0,1.7e-08,-0.0
1800,0.0,0.0,1.7099999999999998e-08,-0.0
1801,0.0,0.0,1.7099999999999998e-08,-0.0
1802,0.0,0.0,1.7200000000000002e-08,-0.0
1803,0.0,0.0,1.73e-08,-0.0
1804,0.0,0.0,1.74e-08,-0.0
1805,0.0,0.0,1.7499999999999998e-08,-0.0
1806,0.0,0.0,1.7600000000000002e-08,-0.0
1807,0.0,0.0,1.77e-08,-0.0
1808,0.0,0.0,1.78e-08,-0.0
1809,0.0,0.0,1.79e-08,-0.0
1810,0.0,0.0,1.8e-08,-0.0
1811,0.0,0.0,1.81e-08,-0.0
1812,0.0,0.0,1.8199999999999998e-08,-0.0
1813,0.0,0.0,1.8300000000000002e-08,-0.0
1814,0.0,0.0,1.84e-08,-0.0
1815,0.0,0.0,1.85e-08,-0.0
1816,0.0,0.0,1.86e-08,-0.0
1817,0.0,0.0,1.8700000000000002e-08,-0.0
1818,0.0,0.0,1.88e-08,-0.0
1819,0.0,0.0,1.8899999999999997e-08,-0.0
1820,0.0,0.0,1.9e-08,-0.0
1821,0.0,0.0,1.91e-08,-0.0
1822,0.0,0.0,1.92e-08,-0.0
1823,0.0,0.0,1.93e-08,-0.0
1824,0.0,0.0,1.9400000000000002e-08,-0.0
1825,0.0,0.0,1.95e-08,-0.0
1826,0.0,0.0,1.96e-08,-0.0
1827,0.0,0.0,1.97e-08,-0.0
1828,0.0,0.0,1.98e-08,-0.0
1829,0.0,0.0,1.99e-08,-0.0
1830,0.0,0.0,2e-08,-0.0
1831,0.0,0.0,2.01e-08,-0.0
1832,0.0,0.0,2.02e-08,-0.0
1833,0.0,0.0,2.03e-08,-0.0
1834,0.0,0.0,2.05e-08,-0.0
1835,0.0,0.0,2.06e-08,-0.0
1836,0.0,0.0,2.0699999999999997e-08,-0.0
1837,0.0,0.0,2.08e-08,-0.0
1838,0.0,0.0,2.09e-08,-0.0
1839,0.0,0.0,2.1e-08,-0.0
1840,0.0,0.0,2.11e-08,-0.0
1841,0.0,0.0,2.12e-08,-0.0
1842,0.0,0.0,2.14e-08,-0.0
1843,0.0,0.0,2.15e-08,-0.0
1844,0.0,0.0,2.16e-08,-0.0
1845,0.0,0.0,2.17e-08,-0.0
1846,0.0,0.0,2.18e-08,-0.0
1847,0.0,0.0,2.19e-08,-0.0
1848,0.0,0.0,2.21e-08,-0.0
1849,0.0,0.0,2.22e-08,-0.0
1850,1.1e-07,0.0,2.18e-08,-0.0
1851,1.1299999999999999e-07,0.0,2.23e-08,-0.0
1852,1.15e-07,0.0,2.2699999999999998e-08,-0.0
1853,1.17e-07,0.0,2.31e-08,-0.0
1854,1.1900000000000001e-07,0.0,2.35e-08,-0.0
1855,1.21e-07,0.0,2.3900000000000002e-08,-0.0
1856,1.23e-07,0.0,2.4199999999999998e-08,-0.0
1857,1.24e-07,0.0,2.4499999999999998e-08,-0.0
1858,1.25e-07,0.0,2.47e-08,-0.0
1859,1.26e-07,0.0,2.4899999999999998e-08,-0.0
1860,1.26e-07,0.0,2.5000000000000002e-08,-0.0
1861,1.2699999999999999e-07,0.0,2.5000000000000002e-08,-0.0
1862,1.2699999999999999e-07,0.0,2.5000000000000002e-08,-0.0
1863,1.2699999999999999e-07,0.0,2.5000000000000002e-08,-0.0
1864,1.2699999999999999e-07,0.0,2.51e-08,-0.0
1865,1.2699999999999999e-07,0.0,2.51e-08,-0.0
1866,1.2699999999999999e-07,0.0,2.51e-08,-0.0
1867,1.2699999999999999e-07,0.0,2.51e-08,-0.0
1868,1.2699999999999999e-07,0.0,2.51e-08,-0.0
1869,1.2799999999999998e-07,0.0,2.52e-08,-0.0
1870,1.2799999999999998e-07,0.0,2.52e-08,-0.0
1871,1.3e-07,0.0,2.5599999999999998e-08,-0.0
1872,1.35e-07,0.0,2.6699999999999998e-08,-0.0
1873,1.43e-07,0.0,2.83e-08,-0.0
1874,1.53e-07,0.0,3.02e-08,-0.0
1875,1.64e-07,0.0,3.23e-08,-0.0
1876,1.74e-07,0.0,3.4400000000000004e-08,-0.0
1877,1.85e-07,0.0,3.65e-08,-0.0
1878,1.94e-07,0.0,3.8300000000000005e-08,-0.0
1879,2.01e-07,0.0,3.9700000000000005e-08,-0.0
1880,2.05e-07,0.0,4.05e-08,-0.0
1881,2.0799999999999998e-07,0.0,4.1e-08,-0.0
1882,2.1e-07,0.0,4.1399999999999994e-08,-0.0
1883,2.12e-07,0.0,4.18e-08,-0.0
1884,2.13e-07,0.0,4.21e-08,-0.0
1885,2.14e-07,0.0,4.2299999999999995e-08,-0.0
1886,2.16e-07,0.0,4.26e-08,-0.0
1887,2.17e-07,0.0,4.28e-08,-0.0
1888,2.1800000000000002e-07,0.0,4.3099999999999996e-08,-0.0
1889,2.2e-07,0.0,4.34e-08,-0.0
1890,2.21e-07,0.0,4.37e-08,-0.0
1891,2.23e-07,0.0,4.4100000000000004e-08,-0.0
1892,2.25e-07,0.0,4.4499999999999995e-08,-0.0
1893,2.2699999999999998e-07,0.0,4.48e-08,-0.0
1894,2.29e-07,0.0,4.52e-08,-0.0
1895,2.3100000000000002e-07,0.0,4.57e-08,-0.0
1896,2.34e-07,0.0,4.61e-08,-0.0
1897,2.36e-07,0.0,4.66e-08,-0.0
1898,2.3800000000000001e-07,0.0,4.71e-08,-0.0
1899,2.41e-07,0.0,4.7599999999999996e-08,-0.0
1900,2.44e-07,0.0,4.82e-08,-0.0
1901,2.48e-07,0.0,4.89e-08,-0.0
1902,2.52e-07,0.0,4.97e-08,-0.0
1903,2.5599999999999996e-07,0.0,5.0599999999999996e-08,-0.0
1904,2.61e-07,0.0,5.16e-08,-0.0
1905,2.67e-07,0.0,5.2599999999999995e-08,-0.0
