year,IPC1,IPC2,IPC4,IPC5
1750,4.13e-06,0.0,5.950000000000001e-06,0.0
1751,4.15e-06,0.0,5.98e-06,0.0
1752,4.17e-06,0.0,6.01e-06,0.0
1753,4.1900000000000005e-06,0.0,6.040000000000001e-06,0.0
1754,4.21e-06,0.0,6.0699999999999995e-06,0.0
1755,4.23e-06,0.0,6.11e-06,0.0
1756,4.24e-06,0.0,6.14e-06,0.0
1757,4.26e-06,0.0,6.17e-06,0.0
1758,4.28e-06,0.0,6.2e-06,0.0
1759,4.3e-06,0.0,6.2300000000000005e-06,0.0
1760,4.32e-06,0.0,6.26e-06,0.0
1761,4.34e-06,0.0,6.3e-06,0.0
1762,4.36e-06,0.0,6.3299999999999995e-06,0.0
1763,4.38e-06,0.0,6.36e-06,0.0
1764,4.4e-06,0.0,6.39e-06,0.0
1765,4.42e-06,0.0,6.43e-06,0.0
1766,4.440000000000001e-06,0.0,6.46e-06,0.0
1767,4.4600000000000005e-06,0.0,6.49e-06,0.0
1768,4.4799999999999995e-06,0.0,6.53e-06,0.0
1769,4.499999999999999e-06,0.0,6.56e-06,0.0
1770,4.52e-06,0.0,6.5900000000000004e-06,0.0
1771,4.54e-06,0.0,6.629999999999999e-06,0.0
1772,4.5599999999999995e-06,0.0,6.66e-06,0.0
1773,4.58e-06,0.0,6.7e-06,0.0
1774,4.6e-06,0.0,6.73e-06,0.0
1775,4.62e-06,0.0,6.7699999999999996e-06,0.0
1776,4.64e-06,0.0,6.799999999999999e-06,0.0
1777,4.66e-06,0.0,6.83e-06,0.0
1778,4.68e-06,0.0,6.87e-06,0.0
1779,4.7e-06,0.0,6.9e-06,0.0
1780,4.7200000000000005e-06,0.0,6.94e-06,0.0
1781,4.74e-06,0.0,6.98e-06,0.0
1782,4.76e-06,0.0,7.01e-06,0.0
1783,4.78e-06,0.0,7.05e-06,0.0
1784,4.8e-06,0.0,7.08e-06,0.0
1785,4.83e-06,0.0,7.12e-06,0.0
1786,4.85e-06,0.0,7.16e-06,0.0
1787,4.87e-06,0.0,7.190000000000001e-06,0.0
1788,4.890000000000001e-06,0.0,7.23e-06,0.0
1789,4.9100000000000004e-06,0.0,7.270000000000001e-06,0.0
1790,4.93e-06,0.0,7.3e-06,0.0
1791,4.95e-06,0.0,7.34e-06,0.0
1792,4.97e-06,0.0,7.3800000000000005e-06,0.0
1793,4.99e-06,0.0,7.42e-06,0.0
1794,5.0099999999999995e-06,0.0,7.46e-06,0.0
1795,5.03e-06,0.0,7.499999999999999e-06,0.0
1796,5.05e-06,0.0,7.53e-06,0.0
1797,5.07e-06,0.0,7.57e-06,0.0
1798,5.0899999999999995e-06,0.0,7.61e-06,0.0
1799,5.11e-06,0.0,7.65e-06,0.0
1800,5.13e-06,0.0,7.69e-06,0.0
1801,5.15e-06,0.0,7.73e-06,0.0
1802,5.1700000000000005e-06,0.0,7.77e-06,0.0
1803,5.19e-06,0.0,7.81e-06,0.0
1804,5.21e-06,0.0,7.85e-06,0.0
1805,5.24e-06,0.0,7.889999999999999e-06,0.0
1806,5.26e-06,0.0,7.93e-06,0.0
1807,5.28e-06,0.0,7.97e-06,0.0
1808,5.3e-06,0.0,8.01e-06,0.0
1809,5.32e-06,0.0,8.05e-06,0.0
1810,5.3400000000000005e-06,0.0,8.09e-06,0.0
1811,5.36e-06,0.0,8.14e-06,0.0
1812,5.38e-06,0.0,8.18e-06,0.0
1813,5.4e-06,0.0,8.229999999999999e-06,0.0
1814,5.420000000000001e-06,0.0,8.269999999999999e-06,0.0
1815,5.4400000000000004e-06,0.0,8.32e-06,0.0
1816,5.47e-06,0.0,8.36e-06,0.0
1817,5.49e-06,0.0,8.41e-06,0.0
1818,5.51e-06,0.0,8.449999999999999e-06,0.0
1819,5.53e-06,0.0,8.5e-06,0.0
1820,5.55e-06,0.0,8.540000000000001e-06,0.0
1821,5.57e-06,0.0,8.59e-06,0.0
1822,5.590000000000001e-06,0.0,8.64e-06,0.0
1823,5.6100000000000005e-06,0.0,8.68e-06,0.0
1824,5.64e-06,0.0,8.73e-06,0.0
1825,5.66e-06,0.0,8.779999999999999e-06,0.0
1826,5.68e-06,0.0,8.829999999999998e-06,0.0
1827,5.7000000000000005e-06,0.0,8.87e-06,0.0
1828,5.72e-06,0.0,8.920000000000001e-06,0.0
1829,5.74e-06,0.0,8.97e-06,0.0
1830,5.760000000000001e-06,0.0,9.02e-06,0.0
1831,5.7800000000000006e-06,0.0,9.07e-06,0.0
1832,5.7999999999999995e-06,0.0,9.119999999999999e-06,0.0
1833,5.819999999999999e-06,0.0,9.169999999999999e-06,0.0
1834,5.84e-06,0.0,9.220000000000002e-06,0.0
1835,5.86e-06,0.0,9.270000000000001e-06,0.0
1836,5.88e-06,0.0,9.32e-06,0.0
1837,5.9e-06,0.0,9.37e-06,0.0
1838,5.92e-06,0.0,9.42e-06,0.0
1839,5.94e-06,0.0,9.469999999999999e-06,0.0
1840,5.96e-06,0.0,9.52e-06,0.0
1841,5.97e-06,0.0,9.57e-06,0.0
1842,5.989999999999999e-06,0.0,9.62e-06,0.0
1843,6.01e-06,0.0,9.679999999999999e-06,0.0
1844,6.03e-06,0.0,9.73e-06,0.0
1845,6.05e-06,0.0,9.780000000000001e-06,0.0
1846,6.0600000000000004e-06,0.0,9.839999999999999e-06,0.0
1847,6.08e-06,0.0,9.89e-06,0.0
1848,6.1e-06,0.0,9.94e-06,0.0
1849,6.12e-06,0.0,9.990000000000001e-06,0.0
1850,6.13e-06,0.0,1e-05,0.0
1851,6.15e-06,0.0,1.01e-05,0.0
1852,6.17e-06,0.0,1.02e-05,0.0
1853,6.18e-06,0.0,1.02e-05,0.0
1854,6.2e-06,0.0,1.03e-05,0.0
1855,6.21e-06,0.0,1.03e-05,0.0
1856,6.2300000000000005e-06,0.0,1.0399999999999999e-05,0.0
1857,6.2399999999999995e-06,0.0,1.0399999999999999e-05,0.0
1858,6.26e-06,0.0,1.0500000000000001e-05,0.0
1859,6.27e-06,0.0,1.0500000000000001e-05,0.0
1860,6.29e-06,0.0,1.06e-05,0.0
1861,6.29e-06,0.0,1.06e-05,0.0
1862,6.29e-06,0.0,1.07e-05,0.0
1863,6.29e-06,0.0,1.07e-05,0.0
1864,6.28e-06,0.0,1.08e-05,0.0
1865,6.28e-06,0.0,1.08e-05,0.0
1866,6.28e-06,0.0,1.08e-05,0.0
1867,6.28e-06,0.0,1.09e-05,0.0
1868,6.28e-06,0.0,1.09e-05,0.0
1869,6.28e-06,0.0,1.09e-05,0.0
1870,6.28e-06,0.0,1.1e-05,0.0
1871,6.27e-06,0.0,1.1e-05,0.0
1872,6.27e-06,0.0,1.1e-05,0.0
1873,6.26e-06,0.0,1.11e-05,0.0
1874,6.26e-06,0.0,1.11e-05,0.0
1875,6.25e-06,0.0,1.12e-05,0.0
1876,6.2399999999999995e-06,0.0,1.12e-05,0.0
1877,6.2399999999999995e-06,0.0,1.12e-05,0.0
1878,6.2300000000000005e-06,0.0,1.1299999999999999e-05,0.0
1879,6.2300000000000005e-06,0.0,1.1299999999999999e-05,0.0
1880,6.22e-06,0.0,1.1299999999999999e-05,0.0
1881,6.21e-06,0.0,1.1400000000000001e-05,0.0
1882,6.2e-06,0.0,1.1400000000000001e-05,0.0
1883,6.19e-06,0.0,1.15e-05,0.0
1884,6.18e-06,0.0,1.15e-05,0.0
1885,6.1599999999999995e-06,0.0,1.15e-05,0.0
1886,6.15e-06,0.0,1.1599999999999999e-05,0.0
1887,6.14e-06,0.0,1.1599999999999999e-05,0.0
1888,6.13e-06,0.0,1.17e-05,0.0
1889,6.12e-06,0.0,1.17e-05,0.0
1890,6.1e-06,0.0,1.17e-05,0.0
1891,6.09e-06,0.0,1.18e-05,0.0
1892,6.0699999999999995e-06,0.0,1.18e-05,0.0
1893,6.05e-06,0.0,1.1900000000000001e-05,0.0
1894,6.03e-06,0.0,1.1900000000000001e-05,0.0
1895,6.01e-06,0.0,1.1900000000000001e-05,0.0
1896,5.989999999999999e-06,0.0,1.2e-05,0.0
1897,5.98e-06,0.0,1.2e-05,0.0
1898,5.96e-06,0.0,1.21e-05,0.0
1899,5.94e-06,0.0,1.21e-05,0.0
1900,5.92e-06,0.0,1.21e-05,0.0
1901,5.819999999999999e-06,0.0,1.22e-05,0.0
1902,5.72e-06,0.0,1.22e-05,0.0
1903,5.62e-06,0.0,1.23e-05,0.0
1904,5.52e-06,0.0,1.23e-05,0.0
1905,5.41e-06,0.0,1.24e-05,0.0
1906,5.31e-06,0.0,1.24e-05,0.0
1907,5.199999999999999e-06,0.0,1.24e-05,0.0
1908,5.0800000000000005e-06,0.0,1.25e-05,0.0
1909,4.97e-06,0.0,1.25e-05,0.0
1910,4.85e-06,0.0,1.26e-05,0.0
1911,4.7200000000000005e-06,0.0,1.26e-05,0.0
1912,4.59e-06,0.0,1.26e-05,0.0
1913,4.45e-06,0.0,1.2699999999999999e-05,0.0
1914,4.32e-06,0.0,1.2699999999999999e-05,0.0
1915,4.18e-06,0.0,1.2699999999999999e-05,0.0
1916,4.04e-06,0.0,1.2800000000000001e-05,0.0
1917,3.89e-06,0.0,1.2800000000000001e-05,0.0
1918,3.7499999999999997e-06,0.0,1.2800000000000001e-05,0.0
1919,3.6e-06,0.0,1.29e-05,0.0
1920,3.45e-06,0.0,1.29e-05,0.0
1921,3.89e-06,0.0,1.29e-05,0.0
1922,4.34e-06,0.0,1.3e-05,0.0
1923,4.79e-06,0.0,1.3e-05,0.0
1924,5.24e-06,0.0,1.3e-05,0.0
1925,5.7000000000000005e-06,0.0,1.31e-05,0.0
1926,6.1599999999999995e-06,0.0,1.31e-05,0.0
1927,6.629999999999999e-06,0.0,1.31e-05,0.0
1928,7.100000000000001e-06,0.0,1.32e-05,0.0
1929,7.57e-06,0.0,1.32e-05,0.0
1930,8.05e-06,0.0,1.32e-05,0.0
1931,8.52e-06,0.0,1.33e-05,0.0
1932,8.999999999999999e-06,0.0,1.33e-05,0.0
1933,9.48e-06,0.0,1.33e-05,0.0
1934,9.96e-06,0.0,1.34e-05,0.0
1935,1.0399999999999999e-05,0.0,1.34e-05,0.0
1936,1.09e-05,0.0,1.34e-05,0.0
1937,1.1400000000000001e-05,0.0,1.35e-05,0.0
1938,1.1900000000000001e-05,0.0,1.35e-05,0.0
1939,1.24e-05,0.0,1.35e-05,0.0
1940,1.31e-05,0.0,1.3599999999999999e-05,0.0
1941,1.3899999999999999e-05,0.0,1.55e-05,0.0
1942,1.46e-05,0.0,1.74e-05,0.0
1943,1.54e-05,0.0,1.94e-05,0.0
1944,1.62e-05,0.0,2.14e-05,0.0
1945,1.7e-05,0.0,2.34e-05,0.0
1946,1.78e-05,0.0,2.55e-05,0.0
1947,1.8599999999999998e-05,0.0,2.76e-05,0.0
1948,1.95e-05,0.0,2.97e-05,0.0
1949,2.03e-05,0.0,3.1899999999999996e-05,0.0
1950,2.12e-05,0.0,3.4099999999999995e-05,0.0
1951,2.19e-05,0.0,3.6700000000000004e-05,0.0
1952,2.2700000000000003e-05,0.0,3.93e-05,0.0
