year,IPC1,IPC2,IPC4,IPC5
1750,3.5899999999999997e-07,0.0,3.93e-05,0.0
1751,3.61e-07,0.0,3.95e-05,1.3e-07
1752,3.63e-07,0.0,3.9699999999999996e-05,2.6e-07
1753,3.65e-07,0.0,3.99e-05,3.8999999999999997e-07
1754,3.67e-07,0.0,4.01e-05,5.21e-07
1755,3.6900000000000004e-07,0.0,4.0300000000000004e-05,6.51e-07
1756,3.7100000000000003e-07,0.0,4.05e-05,7.81e-07
1757,3.73e-07,0.0,4.07e-05,9.11e-07
1758,3.75e-07,0.0,4.09e-05,1.04e-06
1759,3.77e-07,0.0,4.1099999999999996e-05,1.17e-06
1760,3.79e-07,0.0,4.13e-05,1.2999999999999998e-06
1761,3.81e-07,0.0,4.1599999999999995e-05,1.43e-06
1762,3.83e-07,0.0,4.18e-05,1.5599999999999999e-06
1763,3.8499999999999997e-07,0.0,4.2000000000000004e-05,1.6900000000000001e-06
1764,3.8699999999999996e-07,0.0,4.22e-05,1.82e-06
1765,3.89e-07,0.0,4.24e-05,1.95e-06
1766,3.91e-07,0.0,4.27e-05,2.08e-06
1767,3.93e-07,0.0,4.29e-05,2.21e-06
1768,3.9500000000000003e-07,0.0,4.31e-05,2.34e-06
1769,3.97e-07,0.0,4.3299999999999995e-05,2.47e-06
1770,4.0000000000000003e-07,0.0,4.35e-05,2.5999999999999997e-06
1771,4.02e-07,0.0,4.38e-05,2.7299999999999997e-06
1772,4.04e-07,0.0,4.4e-05,2.86e-06
1773,4.06e-07,0.0,4.4200000000000004e-05,2.99e-06
1774,4.09e-07,0.0,4.45e-05,3.1199999999999998e-06
1775,4.11e-07,0.0,4.4699999999999996e-05,3.25e-06
1776,4.13e-07,0.0,4.4999999999999996e-05,3.3800000000000002e-06
1777,4.15e-07,0.0,4.5199999999999994e-05,3.5100000000000003e-06
1778,4.17e-07,0.0,4.5400000000000006e-05,3.64e-06
1779,4.2e-07,0.0,4.57e-05,3.77e-06
1780,4.22e-07,0.0,4.5900000000000004e-05,3.9e-06
1781,4.24e-07,0.0,4.62e-05,4.0299999999999995e-06
1782,4.27e-07,0.0,4.6399999999999996e-05,4.17e-06
1783,4.2900000000000004e-07,0.0,4.67e-05,4.3e-06
1784,4.3100000000000003e-07,0.0,4.6899999999999995e-05,4.43e-06
1785,4.34e-07,0.0,4.72e-05,4.5599999999999995e-06
1786,4.3600000000000004e-07,0.0,4.74e-05,4.69e-06
1787,4.3800000000000003e-07,0.0,4.77e-05,4.82e-06
1788,4.41e-07,0.0,4.8e-05,4.95e-06
1789,4.43e-07,0.0,4.82e-05,5.0800000000000005e-06
1790,4.45e-07,0.0,4.85e-05,5.21e-06
1791,4.48e-07,0.0,4.88e-05,5.3400000000000005e-06
1792,4.5e-07,0.0,4.91e-05,5.47e-06
1793,4.53e-07,0.0,4.94e-05,5.6e-06
1794,4.55e-07,0.0,4.97e-05,5.73e-06
1795,4.58e-07,0.0,5e-05,5.86e-06
1796,4.6099999999999996e-07,0.0,5.0299999999999996e-05,5.989999999999999e-06
1797,4.63e-07,0.0,5.06e-05,6.12e-06
1798,4.66e-07,0.0,5.0900000000000004e-05,6.25e-06
1799,4.68e-07,0.0,5.1200000000000004e-05,6.38e-06
1800,4.71e-07,0.0,5.15e-05,6.51e-06
1801,4.74e-07,0.0,5.19e-05,6.64e-06
1802,4.769999999999999e-07,0.0,5.23e-05,6.7699999999999996e-06
1803,4.800000000000001e-07,0.0,5.28e-05,6.9e-06
1804,4.83e-07,0.0,5.32e-05,7.03e-06
1805,4.86e-07,0.0,5.37e-05,7.16e-06
1806,4.89e-07,0.0,5.41e-05,7.29e-06
1807,4.92e-07,0.0,5.4499999999999997e-05,7.42e-06
1808,4.95e-07,0.0,5.5e-05,7.5500000000000006e-06
1809,4.979999999999999e-07,0.0,5.54e-05,7.680000000000001e-06
1810,5.01e-07,0.0,5.58e-05,7.81e-06
1811,5.04e-07,0.0,5.64e-05,7.939999999999999e-06
1812,5.079999999999999e-07,0.0,5.7e-05,8.07e-06
1813,5.11e-07,0.0,5.76e-05,8.200000000000001e-06
1814,5.140000000000001e-07,0.0,5.82e-05,8.33e-06
1815,5.180000000000001e-07,0.0,5.88e-05,8.46e-06
1816,5.21e-07,0.0,5.9499999999999996e-05,8.59e-06
1817,5.25e-07,0.0,6.0100000000000004e-05,8.72e-06
1818,5.280000000000001e-07,0.0,6.07e-05,8.85e-06
1819,5.31e-07,0.0,6.13e-05,8.98e-06
1820,5.35e-07,0.0,6.19e-05,9.110000000000001e-06
1821,5.45e-07,0.0,6.29e-05,9.24e-06
1822,5.550000000000001e-07,0.0,6.4e-05,9.37e-06
1823,5.65e-07,0.0,6.500000000000001e-05,9.5e-06
1824,5.76e-07,0.0,6.610000000000001e-05,9.63e-06
1825,5.860000000000001e-07,0.0,6.71e-05,9.76e-06
1826,5.96e-07,0.0,6.809999999999999e-05,9.89e-06
1827,6.06e-07,0.0,6.92e-05,1e-05
1828,6.16e-07,0.0,7.02e-05,1.02e-05
1829,6.26e-07,0.0,7.13e-05,1.03e-05
1830,6.359999999999999e-07,0.0,7.230000000000001e-05,1.0399999999999999e-05
1831,6.47e-07,0.0,7.340000000000001e-05,1.0500000000000001e-05
1832,6.58e-07,0.0,7.439999999999999e-05,1.07e-05
1833,6.7e-07,0.0,7.549999999999999e-05,1.08e-05
1834,6.809999999999999e-07,0.0,7.65e-05,1.09e-05
1835,6.92e-07,0.0,7.76e-05,1.11e-05
1836,7.03e-07,0.0,7.86e-05,1.12e-05
1837,7.14e-07,0.0,7.960000000000001e-05,1.1299999999999999e-05
1838,7.249999999999999e-07,0.0,8.07e-05,1.15e-05
1839,7.36e-07,0.0,8.17e-05,1.1599999999999999e-05
1840,7.47e-07,0.0,8.28e-05,1.17e-05
1841,7.6e-07,0.0,8.400000000000001e-05,1.18e-05
1842,7.73e-07,0.0,8.52e-05,1.2e-05
1843,7.87e-07,0.0,8.64e-05,1.21e-05
1844,8.000000000000001e-07,0.0,8.76e-05,1.22e-05
1845,8.13e-07,0.0,8.88e-05,1.24e-05
1846,8.26e-07,0.0,8.999999999999999e-05,1.25e-05
1847,8.39e-07,0.0,9.120000000000001e-05,1.26e-05
1848,8.52e-07,0.0,9.24e-05,1.2800000000000001e-05
1849,8.65e-07,0.0,9.36e-05,1.29e-05
1850,1.2099999999999998e-06,1.61e-09,9.460000000000001e-05,1.3e-05
1851,1.22e-06,1.65e-09,9.6e-05,1.31e-05
1852,1.2299999999999999e-06,1.68e-09,9.74e-05,1.33e-05
1853,1.25e-06,1.7099999999999999e-09,9.89e-05,1.34e-05
1854,1.26e-06,1.74e-09,0.0001,1.35e-05
1855,1.28e-06,1.77e-09,0.000102,1.3700000000000001e-05
1856,1.29e-06,1.79e-09,0.000103,1.38e-05
1857,1.2999999999999998e-06,1.81e-09,0.000104,1.3899999999999999e-05
1858,1.32e-06,1.83e-09,0.000106,1.41e-05
1859,1.33e-06,1.84e-09,0.000107,1.4200000000000001e-05
1860,1.34e-06,1.85e-09,0.00010899999999999999,1.43e-05
1861,1.35e-06,1.85e-09,0.00011,1.44e-05
1862,1.35e-06,1.85e-09,0.000111,1.46e-05
1863,1.37e-06,1.85e-09,0.000112,1.47e-05
1864,1.38e-06,1.86e-09,0.00011300000000000001,1.48e-05
1865,1.39e-06,1.86e-09,0.000115,1.4999999999999999e-05
1866,1.39e-06,1.86e-09,0.000116,1.5100000000000001e-05
1867,1.4e-06,1.86e-09,0.00011700000000000001,1.52e-05
1868,1.41e-06,1.86e-09,0.000118,1.54e-05
1869,1.42e-06,1.86e-09,0.00011999999999999999,1.55e-05
1870,1.43e-06,1.87e-09,0.000121,1.56e-05
1871,1.4499999999999999e-06,1.9e-09,0.000122,1.57e-05
1872,1.47e-06,1.98e-09,0.000124,1.59e-05
1873,1.5100000000000002e-06,2.09e-09,0.000126,1.6e-05
1874,1.55e-06,2.23e-09,0.000128,1.61e-05
1875,1.59e-06,2.39e-09,0.00013000000000000002,1.63e-05
1876,1.64e-06,2.55e-09,0.000132,1.6400000000000002e-05
1877,1.68e-06,2.7e-09,0.000134,1.65e-05
1878,1.72e-06,2.83e-09,0.000136,1.67e-05
1879,1.75e-06,2.9399999999999998e-09,0.00013800000000000002,1.68e-05
1880,1.78e-06,3e-09,0.00014000000000000001,1.6899999999999997e-05
1881,1.8e-06,3.0400000000000003e-09,0.00014299999999999998,1.7100000000000002e-05
1882,1.82e-06,3.07e-09,0.000146,1.72e-05
1883,1.84e-06,3.09e-09,0.000149,1.73e-05
1884,2.18e-06,3.19e-09,0.00015099999999999998,1.74e-05
1885,2.19e-06,3.2100000000000003e-09,0.000154,1.76e-05
1886,2.5300000000000003e-06,3.3e-09,0.000157,1.77e-05
1887,9.84e-05,3.32e-09,0.00016,1.78e-05
1888,8.12e-05,3.34e-09,0.000163,1.7999999999999997e-05
1889,0.000158,3.36e-09,0.000165,1.8100000000000003e-05
1890,0.000124,3.46e-09,0.00016800000000000002,1.8200000000000002e-05
1891,0.000148,4.2300000000000005e-09,0.000171,1.84e-05
