year,IPC1,IPC2,IPC4,IPC5
1750,0.0,0.0,5.01e-08,0.0
1751,0.0,0.0,5.05e-08,5.6099999999999994e-09
1752,0.0,0.0,5.1e-08,1.12e-08
1753,0.0,0.0,5.1400000000000004e-08,1.6799999999999998e-08
1754,0.0,0.0,5.18e-08,2.2500000000000003e-08
1755,0.0,0.0,5.2200000000000004e-08,2.81e-08
1756,0.0,0.0,5.2599999999999995e-08,3.37e-08
1757,0.0,0.0,5.3e-08,3.93e-08
1758,0.0,0.0,5.3399999999999995e-08,4.49e-08
1759,0.0,0.0,5.38e-08,5.05e-08
1760,0.0,0.0,5.42e-08,5.61e-08
1761,0.0,0.0,5.47e-08,6.169999999999999e-08
1762,0.0,0.0,5.51e-08,6.74e-08
1763,0.0,0.0,5.56e-08,7.3e-08
1764,0.0,0.0,5.6e-08,7.86e-08
1765,0.0,0.0,5.6499999999999996e-08,8.42e-08
1766,0.0,0.0,5.69e-08,8.98e-08
1767,0.0,0.0,5.74e-08,9.540000000000001e-08
1768,0.0,0.0,5.78e-08,1.01e-07
1769,0.0,0.0,5.82e-08,1.07e-07
1770,0.0,0.0,5.8699999999999996e-08,1.12e-07
1771,0.0,0.0,5.92e-08,1.18e-07
1772,0.0,0.0,5.97e-08,1.23e-07
1773,0.0,0.0,6.01e-08,1.29e-07
1774,0.0,0.0,6.06e-08,1.35e-07
1775,0.0,0.0,6.11e-08,1.3999999999999998e-07
1776,0.0,0.0,6.160000000000001e-08,1.46e-07
1777,0.0,0.0,6.210000000000001e-08,1.52e-07
1778,0.0,0.0,6.25e-08,1.57e-07
1779,0.0,0.0,6.3e-08,1.6300000000000002e-07
1780,0.0,0.0,6.349999999999999e-08,1.68e-07
1781,0.0,0.0,6.399999999999999e-08,1.74e-07
1782,0.0,0.0,6.45e-08,1.8000000000000002e-07
1783,0.0,0.0,6.51e-08,1.85e-07
1784,0.0,0.0,6.559999999999999e-08,1.91e-07
1785,0.0,0.0,6.609999999999999e-08,1.9599999999999998e-07
1786,0.0,0.0,6.66e-08,2.02e-07
1787,0.0,0.0,6.71e-08,2.0799999999999998e-07
1788,0.0,0.0,6.77e-08,2.13e-07
1789,0.0,0.0,6.82e-08,2.1900000000000002e-07
1790,0.0,0.0,6.87e-08,2.25e-07
1791,0.0,0.0,6.93e-08,2.3e-07
1792,0.0,0.0,6.98e-08,2.36e-07
1793,0.0,0.0,7.040000000000001e-08,2.41e-07
1794,0.0,0.0,7.1e-08,2.47e-07
1795,0.0,0.0,7.15e-08,2.53e-07
1796,0.0,0.0,7.21e-08,2.58e-07
1797,0.0,0.0,7.26e-08,2.6400000000000003e-07
1798,0.0,0.0,7.320000000000001e-08,2.69e-07
1799,0.0,0.0,7.38e-08,2.75e-07
1800,0.0,0.0,7.43e-08,2.81e-07
1801,0.0,0.0,7.459999999999999e-08,2.86e-07
1802,0.0,0.0,7.480000000000001e-08,2.92e-07
1803,0.0,0.0,7.509999999999999e-08,2.97e-07
1804,0.0,0.0,7.53e-08,3.03e-07
1805,0.0,0.0,7.559999999999999e-08,3.09e-07
1806,0.0,0.0,7.58e-08,3.14e-07
1807,0.0,0.0,7.610000000000001e-08,3.2e-07
1808,0.0,0.0,7.63e-08,3.2600000000000003e-07
1809,0.0,0.0,7.660000000000001e-08,3.3100000000000004e-07
1810,0.0,0.0,7.68e-08,3.37e-07
1811,0.0,0.0,7.710000000000001e-08,3.42e-07
1812,0.0,0.0,7.73e-08,3.48e-07
1813,0.0,0.0,7.760000000000001e-08,3.5399999999999997e-07
1814,0.0,0.0,7.78e-08,3.5899999999999997e-07
1815,0.0,0.0,7.81e-08,3.65e-07
1816,0.0,0.0,7.83e-08,3.7e-07
1817,0.0,0.0,7.86e-08,3.76e-07
1818,0.0,0.0,7.89e-08,3.82e-07
1819,0.0,0.0,7.91e-08,3.8699999999999996e-07
1820,0.0,0.0,7.940000000000001e-08,3.93e-07
1821,0.0,0.0,7.96e-08,3.9800000000000004e-07
1822,0.0,0.0,7.990000000000001e-08,4.04e-07
1823,0.0,0.0,8.02e-08,4.1e-07
1824,0.0,0.0,8.04e-08,4.15e-07
1825,0.0,0.0,8.07e-08,4.2099999999999997e-07
1826,0.0,0.0,8.1e-08,4.27e-07
1827,0.0,0.0,8.12e-08,4.32e-07
