year,IPC1,IPC4,IPCMAG
1750,3.76e-07,4.1000000000000006e-06,2.17e-06
1751,3.77e-07,4.11e-06,2.17e-06
1752,3.77e-07,4.12e-06,2.18e-06
1753,3.78e-07,4.13e-06,2.18e-06
1754,3.79e-07,4.139999999999999e-06,2.19e-06
1755,3.8e-07,4.15e-06,2.19e-06
1756,3.8e-07,4.16e-06,2.2e-06
1757,3.81e-07,4.16e-06,2.2e-06
1758,3.82e-07,4.17e-06,2.21e-06
1759,3.83e-07,4.18e-06,2.21e-06
1760,3.83e-07,4.1900000000000005e-06,2.21e-06
1761,3.84e-07,4.2e-06,2.2200000000000003e-06
1762,3.8499999999999997e-07,4.21e-06,2.2200000000000003e-06
1763,3.86e-07,4.219999999999999e-06,2.2300000000000002e-06
1764,3.86e-07,4.23e-06,2.2300000000000002e-06
1765,3.8699999999999996e-07,4.24e-06,2.2399999999999997e-06
1766,3.88e-07,4.25e-06,2.2399999999999997e-06
1767,3.89e-07,4.26e-06,2.2499999999999996e-06
1768,3.89e-07,4.270000000000001e-06,2.2499999999999996e-06
1769,3.8999999999999997e-07,4.28e-06,2.26e-06
1770,3.91e-07,4.2900000000000004e-06,2.26e-06
1771,3.91e-07,4.2900000000000004e-06,2.27e-06
1772,3.9199999999999996e-07,4.3e-06,2.27e-06
1773,3.93e-07,4.309999999999999e-06,2.2799999999999998e-06
1774,3.94e-07,4.32e-06,2.2799999999999998e-06
1775,3.94e-07,4.33e-06,2.2799999999999998e-06
1776,3.9500000000000003e-07,4.34e-06,2.29e-06
1777,3.96e-07,4.35e-06,2.29e-06
1778,3.97e-07,4.36e-06,2.3e-06
1779,3.97e-07,4.37e-06,2.3e-06
1780,3.9800000000000004e-07,4.38e-06,2.31e-06
1781,3.99e-07,4.3899999999999995e-06,2.31e-06
1782,4.0000000000000003e-07,4.4e-06,2.32e-06
1783,4.0000000000000003e-07,4.41e-06,2.32e-06
1784,4.01e-07,4.42e-06,2.33e-06
1785,4.02e-07,4.43e-06,2.33e-06
1786,4.03e-07,4.440000000000001e-06,2.34e-06
1787,4.03e-07,4.45e-06,2.34e-06
1788,4.04e-07,4.4600000000000005e-06,2.35e-06
1789,4.05e-07,4.4600000000000005e-06,2.35e-06
1790,4.05e-07,4.47e-06,2.3600000000000003e-06
1791,4.06e-07,4.4799999999999995e-06,2.3600000000000003e-06
1792,4.0700000000000003e-07,4.49e-06,2.37e-06
1793,4.08e-07,4.499999999999999e-06,2.37e-06
1794,4.08e-07,4.51e-06,2.38e-06
1795,4.09e-07,4.52e-06,2.38e-06
1796,4.1e-07,4.53e-06,2.39e-06
1797,4.11e-07,4.54e-06,2.39e-06
1798,4.11e-07,4.5500000000000005e-06,2.4e-06
1799,4.12e-07,4.5599999999999995e-06,2.4e-06
1800,4.13e-07,4.57e-06,2.41e-06
1801,4.13e-07,4.58e-06,2.41e-06
1802,4.14e-07,4.59e-06,2.4199999999999997e-06
1803,4.15e-07,4.6e-06,2.4199999999999997e-06
1804,4.1599999999999997e-07,4.610000000000001e-06,2.4199999999999997e-06
1805,4.1599999999999997e-07,4.62e-06,2.43e-06
1806,4.17e-07,4.63e-06,2.43e-06
