year,IPC1,IPC2,IPCMAG
1750,1.73e-05,0.0,0.0
1751,1.73e-05,0.0,0.0
1752,1.73e-05,0.0,0.0
1753,1.73e-05,0.0,0.0
1754,1.73e-05,0.0,0.0
1755,1.73e-05,0.0,0.0
1756,1.73e-05,0.0,0.0
1757,1.73e-05,0.0,0.0
1758,1.73e-05,0.0,0.0
1759,1.73e-05,0.0,0.0
1760,1.73e-05,0.0,0.0
1761,1.73e-05,0.0,0.0
1762,1.74e-05,0.0,0.0
1763,1.74e-05,0.0,0.0
1764,1.74e-05,0.0,0.0
1765,1.74e-05,0.0,0.0
1766,1.74e-05,0.0,0.0
1767,1.74e-05,0.0,0.0
1768,1.74e-05,0.0,0.0
1769,1.74e-05,0.0,0.0
1770,1.74e-05,0.0,0.0
1771,1.74e-05,0.0,0.0
1772,1.74e-05,0.0,0.0
1773,1.74e-05,0.0,0.0
1774,1.74e-05,0.0,0.0
1775,1.74e-05,0.0,0.0
1776,1.74e-05,0.0,0.0
1777,1.74e-05,0.0,0.0
1778,1.74e-05,0.0,0.0
1779,1.7500000000000002e-05,0.0,0.0
1780,1.7500000000000002e-05,0.0,0.0
1781,1.7500000000000002e-05,0.0,0.0
1782,1.7500000000000002e-05,0.0,0.0
1783,1.7500000000000002e-05,0.0,0.0
1784,1.7500000000000002e-05,0.0,0.0
1785,1.7500000000000002e-05,0.0,0.0
1786,1.7500000000000002e-05,0.0,0.0
1787,1.7500000000000002e-05,0.0,0.0
1788,1.7500000000000002e-05,0.0,0.0
1789,1.7500000000000002e-05,0.0,0.0
1790,1.7500000000000002e-05,0.0,0.0
1791,1.7500000000000002e-05,0.0,0.0
1792,1.7500000000000002e-05,0.0,0.0
1793,1.7500000000000002e-05,0.0,0.0
1794,1.7500000000000002e-05,0.0,0.0
1795,1.7500000000000002e-05,0.0,0.0
1796,1.76e-05,0.0,0.0
1797,1.76e-05,0.0,0.0
1798,1.76e-05,0.0,0.0
1799,1.76e-05,0.0,0.0
1800,1.76e-05,0.0,0.0
1801,1.76e-05,0.0,0.0
1802,1.76e-05,0.0,0.0
1803,1.76e-05,0.0,0.0
1804,1.76e-05,0.0,0.0
1805,1.76e-05,0.0,0.0
1806,1.76e-05,0.0,0.0
1807,1.76e-05,0.0,0.0
1808,1.76e-05,0.0,0.0
1809,1.76e-05,0.0,0.0
1810,1.76e-05,0.0,0.0
1811,1.76e-05,0.0,0.0
1812,1.77e-05,0.0,0.0
1813,1.77e-05,0.0,0.0
1814,1.77e-05,0.0,0.0
1815,1.77e-05,0.0,0.0
1816,1.77e-05,0.0,0.0
1817,1.77e-05,0.0,0.0
1818,1.78e-05,0.0,0.0
1819,1.78e-05,0.0,0.0
1820,1.78e-05,0.0,0.0
1821,1.78e-05,0.0,0.0
1822,1.78e-05,0.0,0.0
1823,1.78e-05,0.0,0.0
1824,1.78e-05,0.0,0.0
1825,1.7899999999999998e-05,0.0,0.0
1826,1.7899999999999998e-05,0.0,0.0
1827,1.7899999999999998e-05,0.0,0.0
1828,1.7899999999999998e-05,0.0,0.0
1829,1.7899999999999998e-05,0.0,0.0
1830,1.7899999999999998e-05,0.0,0.0
1831,1.7899999999999998e-05,0.0,0.0
1832,1.7999999999999997e-05,0.0,0.0
1833,1.7999999999999997e-05,0.0,0.0
1834,1.7999999999999997e-05,0.0,0.0
