year,IPC1,IPC2,IPC4,IPC5
1750,0.000275,0.0,0.000313,0.0
1751,0.000277,0.0,0.000316,1.5100000000000002e-06
1752,0.000279,0.0,0.00031800000000000003,3.0300000000000002e-06
1753,0.00028100000000000005,0.0,0.000321,4.54e-06
1754,0.000283,0.0,0.000323,6.0600000000000004e-06
1755,0.00028599999999999996,0.0,0.000326,7.57e-06
1756,0.00028799999999999995,0.0,0.00032900000000000003,9.090000000000001e-06
1757,0.00029,0.0,0.000331,1.06e-05
1758,0.000292,0.0,0.00033400000000000004,1.21e-05
1759,0.000294,0.0,0.00033600000000000004,1.3599999999999999e-05
1760,0.000297,0.0,0.000339,1.5100000000000001e-05
1761,0.000299,0.0,0.000342,1.67e-05
1762,0.000301,0.0,0.00034399999999999996,1.8200000000000002e-05
1763,0.000304,0.0,0.000347,1.9699999999999998e-05
1764,0.000306,0.0,0.00035,2.12e-05
1765,0.000308,0.0,0.00035299999999999996,2.2700000000000003e-05
1766,0.000311,0.0,0.000356,2.42e-05
1767,0.000313,0.0,0.000358,2.57e-05
1768,0.000315,0.0,0.000361,2.7300000000000003e-05
1769,0.00031800000000000003,0.0,0.000364,2.88e-05
1770,0.00032,0.0,0.000367,3.03e-05
1771,0.000323,0.0,0.00037,3.18e-05
1772,0.000325,0.0,0.000373,3.33e-05
1773,0.000328,0.0,0.000376,3.48e-05
1774,0.00033,0.0,0.000379,3.63e-05
1775,0.000333,0.0,0.000382,3.7900000000000006e-05
1776,0.000335,0.0,0.00038500000000000003,3.9399999999999995e-05
1777,0.00033800000000000003,0.0,0.000388,4.09e-05
1778,0.00034,0.0,0.000391,4.24e-05
1779,0.00034300000000000004,0.0,0.00039400000000000004,4.39e-05
1780,0.000345,0.0,0.000397,4.5400000000000006e-05
1781,0.000348,0.0,0.0004,4.6899999999999995e-05
1782,0.00035099999999999997,0.0,0.00040300000000000004,4.85e-05
1783,0.000354,0.0,0.000406,5e-05
1784,0.000356,0.0,0.00041,5.15e-05
1785,0.000359,0.0,0.00041299999999999996,5.3e-05
1786,0.00036199999999999996,0.0,0.000416,5.4499999999999997e-05
1787,0.000365,0.0,0.000419,5.6e-05
1788,0.000367,0.0,0.000423,5.75e-05
1789,0.00037,0.0,0.000426,5.91e-05
1790,0.000373,0.0,0.000429,6.06e-05
1791,0.000376,0.0,0.000433,6.21e-05
