year,IPC1,IPC4
1750,1.43e-08,1.47e-06
1751,1.44e-08,1.48e-06
1752,1.45e-08,1.49e-06
1753,1.46e-08,1.49e-06
1754,1.47e-08,1.5e-06
1755,1.47e-08,1.5100000000000002e-06
1756,1.48e-08,1.52e-06
1757,1.49e-08,1.52e-06
1758,1.5000000000000002e-08,1.53e-06
1759,1.51e-08,1.5399999999999999e-06
1760,1.51e-08,1.55e-06
1761,1.52e-08,1.55e-06
1762,1.5299999999999998e-08,1.5599999999999999e-06
1763,1.5400000000000002e-08,1.57e-06
1764,1.55e-08,1.5800000000000001e-06
1765,1.56e-08,1.59e-06
1766,1.56e-08,1.6000000000000001e-06
1767,1.5699999999999998e-08,1.6000000000000001e-06
1768,1.5800000000000003e-08,1.61e-06
1769,1.59e-08,1.62e-06
1770,1.5999999999999998e-08,1.6299999999999999e-06
1771,1.61e-08,1.64e-06
1772,1.62e-08,1.65e-06
1773,1.63e-08,1.65e-06
1774,1.63e-08,1.66e-06
1775,1.6399999999999998e-08,1.67e-06
1776,1.6500000000000002e-08,1.68e-06
1777,1.66e-08,1.6900000000000001e-06
1778,1.67e-08,1.6999999999999998e-06
1779,1.6799999999999998e-08,1.71e-06
1780,1.6900000000000002e-08,1.72e-06
1781,1.7e-08,1.73e-06
1782,1.7099999999999998e-08,1.74e-06
1783,1.7200000000000002e-08,1.75e-06
1784,1.7200000000000002e-08,1.76e-06
1785,1.73e-08,1.77e-06
1786,1.74e-08,1.77e-06
1787,1.7499999999999998e-08,1.78e-06
1788,1.7600000000000002e-08,1.79e-06
1789,1.77e-08,1.8e-06
1790,1.78e-08,1.81e-06
1791,1.79e-08,1.82e-06
1792,1.8e-08,1.84e-06
1793,1.81e-08,1.85e-06
1794,1.8199999999999998e-08,1.8600000000000002e-06
1795,1.8300000000000002e-08,1.8699999999999999e-06
1796,1.84e-08,1.88e-06
1797,1.85e-08,1.89e-06
1798,1.86e-08,1.9e-06
1799,1.8700000000000002e-08,1.91e-06
1800,1.88e-08,1.93e-06
1801,1.8899999999999997e-08,1.94e-06
1802,1.91e-08,1.96e-06
1803,1.92e-08,1.9699999999999998e-06
1804,1.93e-08,1.99e-06
1805,1.9400000000000002e-08,2.0100000000000002e-06
1806,1.96e-08,2.02e-06
1807,1.97e-08,2.04e-06
1808,1.98e-08,2.06e-06
1809,1.99e-08,2.0699999999999997e-06
1810,2e-08,2.09e-06
1811,2.02e-08,2.1099999999999997e-06
1812,2.03e-08,2.13e-06
1813,2.04e-08,2.16e-06
1814,2.06e-08,2.18e-06
1815,2.0699999999999997e-08,2.2e-06
1816,2.08e-08,2.2200000000000003e-06
1817,2.1e-08,2.2499999999999996e-06
1818,2.11e-08,2.27e-06
1819,2.13e-08,2.29e-06
1820,2.14e-08,2.31e-06
1821,2.18e-08,2.35e-06
1822,2.22e-08,2.39e-06
1823,2.26e-08,2.43e-06
1824,2.3e-08,2.47e-06
1825,2.34e-08,2.51e-06
1826,2.3799999999999998e-08,2.55e-06
1827,2.4199999999999998e-08,2.5899999999999998e-06
1828,2.4600000000000002e-08,2.63e-06
1829,2.5000000000000002e-08,2.6700000000000003e-06
1830,2.54e-08,2.7100000000000003e-06
1831,2.59e-08,2.75e-06
1832,2.6299999999999997e-08,2.78e-06
1833,2.6800000000000002e-08,2.82e-06
1834,2.7200000000000002e-08,2.86e-06
1835,2.77e-08,2.8999999999999998e-06
1836,2.81e-08,2.94e-06
1837,2.86e-08,2.98e-06
1838,2.9e-08,3.0200000000000003e-06
1839,2.94e-08,3.06e-06
1840,2.9899999999999996e-08,3.1e-06
1841,3.04e-08,3.14e-06
1842,3.09e-08,3.19e-06
1843,3.15e-08,3.23e-06
1844,3.1999999999999995e-08,3.28e-06
1845,3.25e-08,3.32e-06
1846,3.3000000000000004e-08,3.3700000000000003e-06
1847,3.3599999999999996e-08,3.41e-06
1848,3.41e-08,3.46e-06
1849,3.46e-08,3.5e-06
1850,3.5099999999999997e-08,3.5500000000000003e-06
1851,3.53e-08,3.6e-06
1852,3.56e-08,3.65e-06
1853,3.59e-08,3.7e-06
1854,3.62e-08,3.7499999999999997e-06
1855,3.65e-08,3.81e-06
1856,3.7e-08,3.86e-06
1857,3.7299999999999997e-08,3.910000000000001e-06
1858,3.76e-08,3.96e-06
1859,3.8e-08,4.0200000000000005e-06
1860,3.8300000000000005e-08,4.07e-06
1861,3.8699999999999996e-08,4.12e-06
1862,3.9e-08,4.17e-06
1863,3.96e-08,4.219999999999999e-06
1864,3.99e-08,4.270000000000001e-06
1865,4.02e-08,4.309999999999999e-06
1866,4.05e-08,4.36e-06
1867,4.08e-08,4.41e-06
1868,4.12e-08,4.4600000000000005e-06
1869,4.15e-08,4.51e-06
1870,4.1900000000000005e-08,4.5599999999999995e-06
1871,4.2299999999999995e-08,4.62e-06
1872,4.27e-08,4.68e-06
1873,4.32e-08,4.74e-06
1874,4.36e-08,4.8e-06
1875,4.4e-08,4.86e-06
1876,4.4499999999999995e-08,4.9199999999999995e-06
1877,4.5000000000000006e-08,4.98e-06
1878,4.5500000000000004e-08,5.04e-06
1879,4.6e-08,5.1e-06
1880,4.6400000000000005e-08,5.16e-06
1881,4.7e-08,5.27e-06
1882,4.75e-08,5.38e-06
1883,4.8099999999999994e-08,5.49e-06
1884,4.8600000000000005e-08,5.6e-06
1885,4.9200000000000004e-08,5.7099999999999995e-06
1886,4.97e-08,5.81e-06
1887,5.03e-08,5.92e-06
1888,5.09e-08,6.03e-06
1889,5.15e-08,6.14e-06
1890,5.2200000000000004e-08,6.25e-06
1891,5.28e-08,6.36e-06
1892,5.35e-08,6.47e-06
1893,5.41e-08,6.58e-06
1894,5.4799999999999994e-08,6.7e-06
1895,5.55e-08,6.81e-06
1896,5.62e-08,6.92e-06
1897,5.69e-08,7.03e-06
1898,5.77e-08,7.139999999999999e-06
1899,5.85e-08,7.25e-06
1900,5.9299999999999995e-08,7.36e-06
1901,6.090000000000001e-08,7.52e-06
1902,6.25e-08,7.67e-06
1903,6.399999999999999e-08,7.83e-06
1904,6.53e-08,7.98e-06
1905,6.66e-08,8.13e-06
1906,6.8e-08,8.29e-06
1907,6.95e-08,8.439999999999999e-06
1908,7.1e-08,8.6e-06
1909,7.25e-08,8.750000000000001e-06
1910,7.41e-08,8.91e-06
1911,7.57e-08,9.119999999999999e-06
1912,7.72e-08,9.33e-06
1913,7.87e-08,9.54e-06
1914,8e-08,9.75e-06
1915,8.14e-08,9.97e-06
1916,8.29e-08,1.02e-05
1917,8.430000000000001e-08,1.0399999999999999e-05
1918,8.58e-08,1.06e-05
1919,8.74e-08,1.08e-05
1920,8.899999999999999e-08,1.1e-05
1921,9.06e-08,1.1299999999999999e-05
1922,9.23e-08,1.1599999999999999e-05
1923,9.41e-08,1.18e-05
1924,9.58e-08,1.21e-05
1925,9.749999999999999e-08,1.24e-05
1926,9.91e-08,1.2699999999999999e-05
1927,1.01e-07,1.29e-05
1928,1.02e-07,1.32e-05
1929,1.03e-07,1.35e-05
1930,1.05e-07,1.38e-05
1931,1.06e-07,1.3899999999999999e-05
1932,1.07e-07,1.41e-05
1933,1.08e-07,1.4200000000000001e-05
1934,1.1e-07,1.44e-05
1935,1.11e-07,1.45e-05
1936,1.12e-07,1.47e-05
1937,1.1299999999999999e-07,1.49e-05
1938,1.14e-07,1.4999999999999999e-05
1939,1.15e-07,1.52e-05
1940,1.16e-07,1.53e-05
1941,1.18e-07,1.59e-05
1942,1.2000000000000002e-07,1.6400000000000002e-05
1943,1.22e-07,1.7e-05
1944,1.24e-07,1.76e-05
1945,1.26e-07,1.8200000000000002e-05
1946,1.29e-07,1.88e-05
1947,1.3100000000000002e-07,1.94e-05
1948,1.34e-07,2e-05
1949,1.36e-07,2.06e-05
1950,1.43e-07,2.12e-05
1951,1.45e-07,2.2e-05
1952,1.45e-07,2.2800000000000002e-05
1953,1.44e-07,2.37e-05
