year,IPC1,IPC4
1750,4.62e-08,6.53e-06
1751,4.61e-08,6.53e-06
1752,4.61e-08,6.53e-06
1753,4.61e-08,6.53e-06
1754,4.6e-08,6.53e-06
1755,4.6e-08,6.53e-06
1756,4.6e-08,6.53e-06
1757,4.59e-08,6.53e-06
1758,4.59e-08,6.53e-06
1759,4.59e-08,6.519999999999999e-06
1760,4.58e-08,6.519999999999999e-06
1761,4.58e-08,6.519999999999999e-06
1762,4.58e-08,6.519999999999999e-06
1763,4.57e-08,6.519999999999999e-06
1764,4.57e-08,6.519999999999999e-06
1765,4.57e-08,6.519999999999999e-06
1766,4.56e-08,6.519999999999999e-06
1767,4.56e-08,6.519999999999999e-06
1768,4.56e-08,6.519999999999999e-06
1769,4.5500000000000004e-08,6.519999999999999e-06
1770,4.5500000000000004e-08,6.519999999999999e-06
1771,4.5500000000000004e-08,6.519999999999999e-06
1772,4.5500000000000004e-08,6.519999999999999e-06
1773,4.5399999999999996e-08,6.519999999999999e-06
1774,4.5399999999999996e-08,6.519999999999999e-06
1775,4.5399999999999996e-08,6.519999999999999e-06
1776,4.53e-08,6.519999999999999e-06
1777,4.53e-08,6.51e-06
1778,4.53e-08,6.51e-06
1779,4.53e-08,6.51e-06
1780,4.52e-08,6.51e-06
1781,4.52e-08,6.51e-06
1782,4.52e-08,6.51e-06
1783,4.51e-08,6.51e-06
1784,4.51e-08,6.51e-06
1785,4.51e-08,6.51e-06
1786,4.51e-08,6.51e-06
1787,4.5000000000000006e-08,6.51e-06
1788,4.5000000000000006e-08,6.51e-06
1789,4.5000000000000006e-08,6.51e-06
1790,4.5000000000000006e-08,6.51e-06
1791,4.5000000000000006e-08,6.51e-06
1792,4.49e-08,6.51e-06
1793,4.49e-08,6.519999999999999e-06
1794,4.49e-08,6.519999999999999e-06
1795,4.49e-08,6.519999999999999e-06
1796,4.48e-08,6.519999999999999e-06
1797,4.48e-08,6.519999999999999e-06
1798,4.48e-08,6.519999999999999e-06
1799,4.48e-08,6.519999999999999e-06
1800,4.48e-08,6.519999999999999e-06
1801,4.47e-08,6.519999999999999e-06
1802,4.47e-08,6.519999999999999e-06
1803,4.47e-08,6.519999999999999e-06
1804,4.47e-08,6.519999999999999e-06
1805,4.47e-08,6.519999999999999e-06
1806,4.46e-08,6.519999999999999e-06
1807,4.46e-08,6.519999999999999e-06
1808,4.46e-08,6.519999999999999e-06
1809,4.46e-08,6.519999999999999e-06
1810,4.46e-08,6.519999999999999e-06
1811,4.46e-08,6.53e-06
1812,4.46e-08,6.54e-06
1813,4.47e-08,6.54e-06
1814,4.47e-08,6.55e-06
1815,4.48e-08,6.55e-06
1816,4.48e-08,6.56e-06
1817,4.48e-08,6.570000000000001e-06
1818,4.49e-08,6.570000000000001e-06
1819,4.49e-08,6.58e-06
1820,4.5000000000000006e-08,6.58e-06
1821,4.51e-08,6.6e-06
1822,4.53e-08,6.62e-06
1823,4.5500000000000004e-08,6.629999999999999e-06
1824,4.57e-08,6.65e-06
1825,4.59e-08,6.66e-06
1826,4.6e-08,6.68e-06
1827,4.62e-08,6.7e-06
1828,4.6400000000000005e-08,6.71e-06
1829,4.66e-08,6.73e-06
1830,4.68e-08,6.740000000000001e-06
1831,4.7e-08,6.7600000000000005e-06
1832,4.72e-08,6.79e-06
1833,4.74e-08,6.81e-06
1834,4.7700000000000004e-08,6.83e-06
1835,4.79e-08,6.8500000000000005e-06
1836,4.8099999999999994e-08,6.87e-06
1837,4.8399999999999997e-08,6.9e-06
1838,4.8600000000000005e-08,6.92e-06
1839,4.88e-08,6.94e-06
1840,4.8999999999999995e-08,6.96e-06
1841,4.93e-08,6.98e-06
1842,4.95e-08,7.01e-06
1843,4.97e-08,7.03e-06
1844,5.0000000000000004e-08,7.05e-06
1845,5.02e-08,7.07e-06
1846,5.04e-08,7.100000000000001e-06
1847,5.07e-08,7.12e-06
1848,5.09e-08,7.139999999999999e-06
1849,5.11e-08,7.16e-06
1850,5.1400000000000004e-08,7.18e-06
1851,5.19e-08,7.2199999999999995e-06
1852,5.24e-08,7.25e-06
1853,5.29e-08,7.28e-06
1854,5.3399999999999995e-08,7.3099999999999995e-06
1855,5.4e-08,7.34e-06
1856,5.4500000000000005e-08,7.3800000000000005e-06
1857,5.5e-08,7.41e-06
1858,5.56e-08,7.440000000000001e-06
1859,5.62e-08,7.4700000000000005e-06
1860,5.68e-08,7.499999999999999e-06
1861,5.74e-08,7.54e-06
1862,5.8100000000000004e-08,7.58e-06
1863,6.36e-08,7.62e-06
1864,6.42e-08,7.66e-06
1865,6.49e-08,7.7e-06
1866,6.559999999999999e-08,7.74e-06
1867,6.63e-08,7.78e-06
1868,6.71e-08,7.820000000000001e-06
1869,6.78e-08,7.860000000000001e-06
1870,6.85e-08,7.9e-06
1871,6.92e-08,7.95e-06
1872,6.999999999999999e-08,8e-06
1873,7.069999999999999e-08,8.059999999999999e-06
1874,7.15e-08,8.109999999999999e-06
1875,7.229999999999999e-08,8.16e-06
1876,7.320000000000001e-08,8.210000000000001e-06
1877,7.42e-08,8.26e-06
1878,7.53e-08,8.32e-06
1879,7.64e-08,8.370000000000001e-06
1880,7.75e-08,8.42e-06
1881,7.86e-08,8.46e-06
1882,7.96e-08,8.51e-06
1883,8.08e-08,8.550000000000001e-06
1884,8.2e-08,8.59e-06
1885,8.339999999999999e-08,8.64e-06
1886,8.47e-08,8.68e-06
1887,8.59e-08,8.72e-06
1888,8.71e-08,8.77e-06
1889,8.84e-08,8.81e-06
1890,8.98e-08,8.85e-06
1891,9.100000000000001e-08,8.91e-06
1892,9.26e-08,8.959999999999999e-06
1893,9.65e-08,9.01e-06
1894,9.91e-08,9.07e-06
1895,1.02e-07,9.119999999999999e-06
1896,1.05e-07,9.169999999999999e-06
1897,1.07e-07,9.23e-06
1898,1.1e-07,9.28e-06
1899,1.1e-07,9.339999999999999e-06
1900,1.05e-07,9.390000000000002e-06
1901,1.12e-07,9.46e-06
1902,1.2000000000000002e-07,9.53e-06
1903,1.2699999999999999e-07,9.6e-06
1904,1.3200000000000002e-07,9.67e-06
1905,1.37e-07,9.75e-06
1906,1.45e-07,9.820000000000001e-06
1907,1.52e-07,9.89e-06
1908,1.57e-07,9.96e-06
1909,1.65e-07,1e-05
1910,1.74e-07,1.01e-05
1911,1.7899999999999997e-07,1.03e-05
1912,1.88e-07,1.0500000000000001e-05
1913,1.9900000000000002e-07,1.07e-05
1914,2.03e-07,1.08e-05
1915,2.06e-07,1.1e-05
1916,2.17e-07,1.12e-05
1917,2.25e-07,1.1400000000000001e-05
1918,2.3e-07,1.1599999999999999e-05
1919,2.34e-07,1.18e-05
1920,2.42e-07,1.2e-05
1921,2.46e-07,1.22e-05
1922,2.45e-07,1.24e-05
1923,2.6e-07,1.26e-05
1924,2.69e-07,1.2800000000000001e-05
1925,2.77e-07,1.31e-05
1926,2.88e-07,1.33e-05
1927,2.9500000000000003e-07,1.35e-05
1928,3.06e-07,1.3700000000000001e-05
1929,3.17e-07,1.3899999999999999e-05
1930,3.22e-07,1.4200000000000001e-05
1931,3.22e-07,1.44e-05
1932,3.22e-07,1.47e-05
1933,3.32e-07,1.49e-05
1934,3.46e-07,1.52e-05
1935,3.6000000000000005e-07,1.55e-05
1936,3.75e-07,1.57e-05
1937,3.89e-07,1.6e-05
1938,4.01e-07,1.63e-05
1939,4.14e-07,1.65e-05
1940,4.26e-07,1.68e-05
1941,4.4e-07,1.72e-05
1942,4.5899999999999997e-07,1.76e-05
1943,4.7e-07,1.7999999999999997e-05
1944,4.92e-07,1.84e-05
1945,5.03e-07,1.88e-05
1946,5.2e-07,1.93e-05
1947,5.280000000000001e-07,1.9699999999999998e-05
1948,5.490000000000001e-07,2.01e-05
1949,5.730000000000001e-07,2.05e-05
1950,5.699999999999999e-07,2.1000000000000002e-05
1951,5.900000000000001e-07,2.1499999999999997e-05
1952,6.14e-07,2.2e-05
1953,6.27e-07,2.2599999999999997e-05
1954,6.459999999999999e-07,2.3199999999999998e-05
1955,6.76e-07,2.3800000000000003e-05
1956,6.98e-07,2.44e-05
1957,7.19e-07,2.51e-05
1958,7.45e-07,2.58e-05
1959,7.590000000000001e-07,2.65e-05
1960,7.81e-07,2.7199999999999997e-05
1961,8.02e-07,2.8e-05
1962,8.22e-07,2.88e-05
1963,8.44e-07,2.96e-05
1964,8.809999999999999e-07,3.05e-05
1965,9.16e-07,3.14e-05
1966,9.340000000000001e-07,3.24e-05
1967,9.57e-07,3.34e-05
1968,9.87e-07,3.44e-05
1969,1.01e-06,3.54e-05
1970,1.06e-06,3.53e-05
1971,1.07e-06,3.56e-05
1972,1.05e-06,3.5999999999999994e-05
1973,1.07e-06,3.63e-05
1974,1.09e-06,3.66e-05
1975,1.1e-06,3.68e-05
1976,1.1100000000000002e-06,3.7e-05
1977,1.17e-06,3.71e-05
1978,1.2e-06,3.73e-05
1979,1.2700000000000001e-06,3.75e-05
1980,1.32e-06,3.7699999999999995e-05
1981,8.869999999999999e-07,3.8e-05
1982,9.06e-07,3.93e-05
1983,1.01e-06,3.9699999999999996e-05
1984,1.1e-06,3.99e-05
1985,1.15e-06,4.02e-05
1986,1.29e-06,4.02e-05
1987,2.64e-06,4.01e-05
1988,2.48e-06,4e-05
1989,2.41e-06,3.96e-05
1990,2.17e-06,3.9399999999999995e-05
1991,1.08e-06,3.89e-05
1992,8.270000000000001e-07,3.85e-05
1993,1.53e-06,3.8e-05
1994,1.79e-06,3.75e-05
1995,1.72e-06,3.7199999999999996e-05
1996,1.6900000000000001e-06,3.68e-05
1997,2.56e-06,3.6700000000000004e-05
1998,2.64e-06,3.65e-05
1999,3.13e-06,3.61e-05
2000,1.03e-05,3.5499999999999996e-05
2001,8.059999999999999e-06,3.4500000000000005e-05
2002,9.5e-06,3.32e-05
2003,1.08e-05,3.1899999999999996e-05
2004,1.88e-05,3.06e-05
2005,2.02e-05,2.95e-05
2006,1.89e-05,2.91e-05
2007,2.2700000000000003e-05,2.88e-05
2008,2.87e-05,2.87e-05
2009,2.83e-05,2.87e-05
2010,2.86e-05,2.86e-05
2011,2.88e-05,2.8400000000000003e-05
2012,2.8400000000000003e-05,2.82e-05
2013,3.47e-05,2.8e-05
2014,3.4500000000000005e-05,2.7799999999999998e-05
2015,3.48e-05,2.76e-05
2016,3.61e-05,2.76e-05
2017,3.73e-05,2.77e-05
2018,3.91e-05,2.7799999999999998e-05
2019,4e-05,2.7099999999999998e-05
2020,4.08e-05,2.7e-05
2021,4.19e-05,2.7e-05
2022,4.3299999999999995e-05,2.7e-05
