year,IPC1,IPC2,IPC4,IPC5
1750,1.15e-06,0.0,0.000166,0.0
1751,1.15e-06,0.0,0.000166,4.58e-08
1752,1.15e-06,0.0,0.000166,9.16e-08
1753,1.15e-06,0.0,0.000166,1.37e-07
1754,1.15e-06,0.0,0.000166,1.83e-07
1755,1.15e-06,0.0,0.000166,2.29e-07
1756,1.15e-06,0.0,0.000166,2.75e-07
1757,1.15e-06,0.0,0.000166,3.21e-07
1758,1.15e-06,0.0,0.000166,3.67e-07
1759,1.15e-06,0.0,0.000166,4.12e-07
1760,1.15e-06,0.0,0.000166,4.58e-07
1761,1.1399999999999999e-06,0.0,0.000166,5.04e-07
1762,1.1399999999999999e-06,0.0,0.000165,5.5e-07
1763,1.1399999999999999e-06,0.0,0.000165,5.96e-07
1764,1.1399999999999999e-06,0.0,0.000165,6.41e-07
1765,1.1399999999999999e-06,0.0,0.000165,6.87e-07
1766,1.1399999999999999e-06,0.0,0.000165,7.33e-07
1767,1.1399999999999999e-06,0.0,0.000165,7.79e-07
1768,1.1399999999999999e-06,0.0,0.000165,8.25e-07
1769,1.1399999999999999e-06,0.0,0.000165,8.71e-07
1770,1.1399999999999999e-06,0.0,0.000165,9.16e-07
1771,1.1399999999999999e-06,0.0,0.000165,9.62e-07
1772,1.1399999999999999e-06,0.0,0.000165,1.01e-06
1773,1.1399999999999999e-06,0.0,0.000165,1.05e-06
1774,1.13e-06,0.0,0.000165,1.1e-06
1775,1.13e-06,0.0,0.000165,1.15e-06
1776,1.13e-06,0.0,0.000165,1.19e-06
1777,1.13e-06,0.0,0.000165,1.24e-06
1778,1.13e-06,0.0,0.000165,1.28e-06
1779,1.13e-06,0.0,0.000165,1.33e-06
1780,1.13e-06,0.0,0.000165,1.37e-06
1781,1.13e-06,0.0,0.000165,1.42e-06
1782,1.13e-06,0.0,0.000165,1.47e-06
1783,1.13e-06,0.0,0.000165,1.5100000000000002e-06
1784,1.13e-06,0.0,0.000165,1.5599999999999999e-06
1785,1.13e-06,0.0,0.000165,1.6000000000000001e-06
1786,1.13e-06,0.0,0.000165,1.65e-06
1787,1.13e-06,0.0,0.000165,1.6999999999999998e-06
1788,1.13e-06,0.0,0.000165,1.74e-06
1789,1.1199999999999999e-06,0.0,0.000165,1.79e-06
1790,1.1199999999999999e-06,0.0,0.000165,1.83e-06
1791,1.1199999999999999e-06,0.0,0.000165,1.88e-06
1792,1.1199999999999999e-06,0.0,0.000165,1.9200000000000003e-06
1793,1.1199999999999999e-06,0.0,0.000165,1.9699999999999998e-06
1794,1.1199999999999999e-06,0.0,0.000165,2.02e-06
1795,1.1199999999999999e-06,0.0,0.000165,2.06e-06
1796,1.1199999999999999e-06,0.0,0.000165,2.1099999999999997e-06
1797,1.1199999999999999e-06,0.0,0.000165,2.15e-06
1798,1.1199999999999999e-06,0.0,0.000165,2.2e-06
1799,1.1199999999999999e-06,0.0,0.000165,2.2499999999999996e-06
1800,1.1199999999999999e-06,0.0,0.000165,2.29e-06
1801,1.1199999999999999e-06,0.0,0.000165,2.34e-06
1802,1.1199999999999999e-06,0.0,0.000165,2.38e-06
1803,1.1199999999999999e-06,0.0,0.000165,2.43e-06
1804,1.1199999999999999e-06,0.0,0.000165,2.47e-06
1805,1.1199999999999999e-06,0.0,0.000165,2.52e-06
1806,1.1199999999999999e-06,0.0,0.000165,2.57e-06
1807,1.1199999999999999e-06,0.0,0.000166,2.61e-06
1808,1.1199999999999999e-06,0.0,0.000166,2.66e-06
1809,1.1100000000000002e-06,0.0,0.000166,2.7e-06
1810,1.1100000000000002e-06,0.0,0.000166,2.75e-06
1811,1.1199999999999999e-06,0.0,0.000166,2.8e-06
1812,1.1199999999999999e-06,0.0,0.000166,2.84e-06
1813,1.1199999999999999e-06,0.0,0.000166,2.8900000000000003e-06
1814,1.1199999999999999e-06,0.0,0.000166,2.93e-06
1815,1.1199999999999999e-06,0.0,0.000166,2.98e-06
1816,1.1199999999999999e-06,0.0,0.000166,3.0200000000000003e-06
1817,1.1199999999999999e-06,0.0,0.00016700000000000002,3.07e-06
1818,1.1199999999999999e-06,0.0,0.00016700000000000002,3.1199999999999998e-06
1819,1.1199999999999999e-06,0.0,0.00016700000000000002,3.1600000000000002e-06
1820,1.1199999999999999e-06,0.0,0.00016700000000000002,3.21e-06
1821,1.13e-06,0.0,0.00016700000000000002,3.25e-06
1822,1.13e-06,0.0,0.00016800000000000002,3.3e-06
1823,1.1399999999999999e-06,0.0,0.00016800000000000002,3.34e-06
1824,1.1399999999999999e-06,0.0,0.00016900000000000002,3.3899999999999997e-06
