year,IPC1,IPC2,IPC4,IPC5
1750,0.00014099999999999998,0.0,0.00019800000000000002,0.0
1751,0.00014199999999999998,0.0,0.0002,1.67e-06
1752,0.00014299999999999998,0.0,0.000202,3.35e-06
1753,0.00014399999999999998,0.0,0.000203,5.02e-06
1754,0.000145,0.0,0.000205,6.6899999999999995e-06
1755,0.000145,0.0,0.000206,8.36e-06
1756,0.000146,0.0,0.000208,1e-05
1757,0.000147,0.0,0.00020999999999999998,1.17e-05
1758,0.000148,0.0,0.000211,1.34e-05
1759,0.000149,0.0,0.000213,1.5100000000000001e-05
1760,0.00015,0.0,0.000215,1.67e-05
1761,0.00015099999999999998,0.0,0.000216,1.84e-05
1762,0.000152,0.0,0.00021799999999999999,2.01e-05
1763,0.000153,0.0,0.00022,2.17e-05
1764,0.000154,0.0,0.000222,2.34e-05
1765,0.000154,0.0,0.000223,2.51e-05
1766,0.000155,0.0,0.000225,2.68e-05
1767,0.000156,0.0,0.00022700000000000002,2.8400000000000003e-05
1768,0.000157,0.0,0.000229,3.01e-05
1769,0.000158,0.0,0.00023,3.18e-05
1770,0.00015900000000000002,0.0,0.000232,3.35e-05
1771,0.00016,0.0,0.00023400000000000002,3.51e-05
1772,0.000161,0.0,0.000236,3.68e-05
1773,0.000162,0.0,0.00023799999999999998,3.85e-05
1774,0.000163,0.0,0.00023999999999999998,4.01e-05
1775,0.000164,0.0,0.000242,4.18e-05
1776,0.000165,0.0,0.000244,4.35e-05
1777,0.000166,0.0,0.000245,4.5199999999999994e-05
1778,0.000166,0.0,0.000247,4.68e-05
1779,0.00016700000000000002,0.0,0.000249,4.85e-05
1780,0.00016800000000000002,0.0,0.000251,5.02e-05
1781,0.00016900000000000002,0.0,0.000253,5.18e-05
1782,0.00017,0.0,0.000255,5.35e-05
1783,0.000171,0.0,0.000257,5.52e-05
1784,0.00017199999999999998,0.0,0.000259,5.69e-05
1785,0.00017299999999999998,0.0,0.000262,5.8500000000000006e-05
1786,0.000174,0.0,0.000264,6.02e-05
1787,0.000175,0.0,0.000266,6.19e-05
1788,0.000176,0.0,0.000268,6.36e-05
1789,0.000177,0.0,0.00027,6.52e-05
1790,0.000178,0.0,0.000272,6.69e-05
1791,0.000179,0.0,0.00027400000000000005,6.86e-05
1792,0.00017999999999999998,0.0,0.00027600000000000004,7.02e-05
1793,0.00018099999999999998,0.0,0.00027800000000000004,7.19e-05
1794,0.000182,0.0,0.00028100000000000005,7.36e-05
1795,0.000183,0.0,0.000283,7.53e-05
1796,0.000183,0.0,0.000285,7.69e-05
1797,0.000184,0.0,0.000287,7.86e-05
1798,0.000185,0.0,0.00029,8.03e-05
1799,0.000186,0.0,0.000292,8.2e-05
1800,0.000187,0.0,0.000294,8.36e-05
1801,0.000187,0.0,0.00029499999999999996,8.53e-05
1802,0.000187,0.0,0.000296,8.7e-05
1803,0.000187,0.0,0.000297,8.86e-05
1804,0.000187,0.0,0.000298,9.03e-05
1805,0.000187,0.0,0.000299,9.2e-05
1806,0.000187,0.0,0.0003,9.37e-05
1807,0.000187,0.0,0.000301,9.53e-05
1808,0.000187,0.0,0.00030199999999999997,9.7e-05
1809,0.000187,0.0,0.000303,9.87e-05
1810,0.000187,0.0,0.000304,0.0001
1811,0.000187,0.0,0.000305,0.000102
1812,0.000187,0.0,0.000306,0.000104
1813,0.000187,0.0,0.000307,0.00010499999999999999
1814,0.000187,0.0,0.000308,0.000107
1815,0.000187,0.0,0.000309,0.00010899999999999999
1816,0.000187,0.0,0.00031,0.00011
1817,0.000187,0.0,0.000311,0.000112
1818,0.000187,0.0,0.000312,0.000114
1819,0.000187,0.0,0.000313,0.000115
1820,0.000187,0.0,0.000314,0.00011700000000000001
1821,0.000187,0.0,0.000315,0.00011899999999999999
1822,0.000187,0.0,0.000316,0.00011999999999999999
1823,0.000187,0.0,0.000317,0.000122
1824,0.000187,0.0,0.00031800000000000003,0.000124
1825,0.000187,0.0,0.000319,0.000125
1826,0.000186,0.0,0.00032,0.000127
1827,0.000186,0.0,0.000321,0.000129
1828,0.000186,0.0,0.000322,0.00013000000000000002
1829,0.000186,0.0,0.000323,0.000132
1830,0.000186,0.0,0.000324,0.000134
1831,0.000186,0.0,0.000326,0.000135
1832,0.000185,0.0,0.00032700000000000003,0.00013700000000000002
1833,0.000185,0.0,0.000328,0.00013900000000000002
1834,0.000185,0.0,0.00032900000000000003,0.00014000000000000001
1835,0.000185,0.0,0.00033,0.00014199999999999998
1836,0.000184,0.0,0.000331,0.00014399999999999998
1837,0.000184,0.0,0.000332,0.000146
1838,0.000184,0.0,0.000333,0.000147
1839,0.000184,0.0,0.00033400000000000004,0.000149
1840,0.000184,0.0,0.000335,0.00015099999999999998
1841,0.000185,0.0,0.00034,0.000152
1842,0.000187,0.0,0.000345,0.000154
1843,0.000188,0.0,0.00034899999999999997,0.000156
1844,0.00019,0.0,0.000354,0.000157
1845,0.000191,0.0,0.000359,0.00015900000000000002
1846,0.000193,0.0,0.000363,0.000161
1847,0.000194,0.0,0.000368,0.000162
1848,0.00019600000000000002,0.0,0.000373,0.000164
1849,0.00019700000000000002,0.0,0.000377,0.000166
1850,0.000207,0.0,0.000381,0.00016700000000000002
1851,0.000204,0.0,0.00039,0.00016900000000000002
1852,0.000203,0.0,0.000398,0.000171
1853,0.000206,0.0,0.00040699999999999997,0.00017199999999999998
1854,0.000208,0.0,0.000415,0.000174
1855,0.00020999999999999998,0.0,0.000424,0.000176
1856,0.00021799999999999999,0.0,0.000432,0.000177
1857,0.00022700000000000002,0.0,0.00044,0.000179
1858,0.000235,0.0,0.000449,0.00018099999999999998
1859,0.000244,0.0,0.000457,0.000182
1860,0.000252,0.0,0.000465,0.000184
1861,0.00027,0.0,0.000492,0.000186
1862,0.000287,0.0,0.0005200000000000001,0.000187
1863,0.000304,0.0,0.0005470000000000001,0.000189
1864,0.000322,0.0,0.000574,0.000191
1865,0.000335,0.0,0.000602,0.000192
1866,0.000348,0.0,0.000629,0.000194
1867,0.00035999999999999997,0.0,0.000656,0.00019600000000000002
1868,0.000373,0.0,0.000684,0.00019700000000000002
1869,0.000383,0.0,0.0007109999999999999,0.000199
1870,0.00039200000000000004,0.0,0.000739,0.000201
1871,0.000398,0.0,0.000754,0.000202
1872,0.00040300000000000004,0.0,0.000769,0.000204
1873,0.000408,0.0,0.000786,0.000206
1874,0.000414,0.0,0.0008020000000000001,0.000207
1875,0.00041799999999999997,0.0,0.000819,0.00020899999999999998
1876,0.000423,0.0,0.0008359999999999999,0.000211
1877,0.00042699999999999997,0.0,0.000853,0.000212
1878,0.00043,0.0,0.00087,0.000214
1879,0.000433,0.0,0.000886,0.000216
1880,0.000435,0.0,0.000901,0.000217
1881,0.000442,0.0,0.0009260000000000001,0.000219
1882,0.000458,0.0,0.0009509999999999999,0.000221
1883,0.00046899999999999996,0.0,0.000976,0.000222
1884,0.000474,0.0,0.001,0.000224
1885,0.000477,0.0,0.00103,0.00022600000000000002
1886,0.00047999999999999996,0.0,0.0010500000000000002,0.00022700000000000002
1887,0.00048499999999999997,0.0,0.00108,0.000229
1888,0.000489,0.0,0.0011,0.000231
1889,0.000495,0.0,0.0011200000000000001,0.000232
1890,0.000517,0.0,0.00115,0.00023400000000000002
1891,0.0005110000000000001,0.0,0.00115,0.000236
1892,0.000508,0.0,0.00115,0.00023799999999999998
1893,0.000506,0.0,0.00114,0.00023899999999999998
1894,0.000504,0.0,0.00114,0.000241
1895,0.0005,0.0,0.00114,0.000243
1896,0.000497,0.0,0.00114,0.000244
1897,0.000494,0.0,0.00114,0.000246
1898,0.000491,0.0,0.00114,0.000248
1899,0.000489,0.0,0.00114,0.000249
1900,0.000472,0.0,0.00113,0.000251
1901,0.00047999999999999996,0.0,0.00113,0.000253
1902,0.000489,0.0,0.0011200000000000001,0.000254
1903,0.000497,0.0,0.00111,0.000256
1904,0.000505,0.0,0.0011,0.000258
1905,0.000514,0.0,0.00109,0.000259
1906,0.000522,0.0,0.00109,0.000261
1907,0.00053,0.0,0.00108,0.000263
1908,0.0005380000000000001,0.0,0.00107,0.000264
1909,0.000545,0.0,0.00106,0.000266
1910,0.0005520000000000001,0.0,0.0010500000000000002,0.000268
1911,0.000593,0.0,0.00111,0.00026900000000000003
1912,0.000633,0.0,0.00117,0.00027100000000000003
1913,0.000675,0.0,0.00123,0.000273
1914,0.000713,0.0,0.00128,0.00027400000000000005
1915,0.00075,0.0,0.00134,0.00027600000000000004
1916,0.0007880000000000001,0.0,0.0014,0.00027800000000000004
1917,0.0008259999999999999,0.0,0.00146,0.000279
1918,0.000864,0.0,0.00151,0.00028100000000000005
1919,0.000902,0.0,0.00157,0.000283
1920,0.0009419999999999999,0.0,0.00163,0.00028399999999999996
1921,0.00106,0.0,0.00182,0.00028599999999999996
1922,0.0011899999999999999,0.0,0.00202,0.00028799999999999995
1923,0.00132,0.0,0.00221,0.000289
1924,0.00145,0.0,0.0024,0.00029099999999999997
1925,0.972,0.0,0.0026,0.00029299999999999997
1926,1.25,0.0,0.00279,0.000294
1927,1.23,0.0,0.00298,0.000296
1928,3.23,0.0,0.00318,0.000298
1929,4.05,0.0,0.00337,0.000299
1930,4.96,0.0,0.0035600000000000002,0.000301
1931,4.23,1.2499999999999998e-10,0.00365,0.000303
1932,4.1,4.73e-10,0.0037400000000000003,0.000304
1933,4.37,1.01e-09,0.00383,0.000306
1934,4.87,1.68e-09,0.00392,0.000308
1935,5.63,2.46e-09,0.004,0.000309
1936,6.01,3.31e-09,0.00409,0.000311
1937,7.26,4.19e-09,0.00418,0.000313
1938,7.79,5.05e-09,0.0042699999999999995,0.000314
1939,7.33,5.86e-09,0.00436,0.000316
1940,6.07,6.5699999999999994e-09,0.00445,0.00031800000000000003
1941,7.5,7.18e-09,0.00454,0.000319
1942,4.37,7.710000000000001e-09,0.00464,0.000321
1943,7.06,8.19e-09,0.00474,0.000323
1944,8.85,8.66e-09,0.00484,0.000324
1945,10.3,9.150000000000001e-09,0.00504,0.000326
1946,11.3,9.700000000000001e-09,0.00525,0.000328
1947,12.4,1.03e-08,0.00546,0.00032900000000000003
1948,12.7,1.11e-08,0.00567,0.000331
