year,IPC1,IPC2,IPC4,IPC5
1750,2.88e-07,0.0,6.510000000000001e-05,2.84e-22
1751,2.8899999999999995e-07,0.0,6.54e-05,9.85e-08
1752,2.9100000000000005e-07,0.0,6.57e-05,1.97e-07
1753,2.92e-07,0.0,6.610000000000001e-05,2.9500000000000003e-07
1754,2.94e-07,0.0,6.64e-05,3.94e-07
1755,2.96e-07,0.0,6.67e-05,4.92e-07
1756,2.97e-07,0.0,6.71e-05,5.91e-07
1757,2.99e-07,0.0,6.74e-05,6.890000000000001e-07
1758,3e-07,0.0,6.769999999999999e-05,7.88e-07
1759,3.0200000000000003e-07,0.0,6.809999999999999e-05,8.86e-07
1760,3.04e-07,0.0,6.840000000000001e-05,9.849999999999999e-07
1761,3.05e-07,0.0,6.88e-05,1.08e-06
1762,3.07e-07,0.0,6.91e-05,1.1800000000000001e-06
1763,3.09e-07,0.0,6.950000000000001e-05,1.28e-06
1764,3.1e-07,0.0,6.98e-05,1.38e-06
1765,3.12e-07,0.0,7.02e-05,1.48e-06
1766,3.14e-07,0.0,7.06e-05,1.5800000000000001e-06
1767,3.15e-07,0.0,7.09e-05,1.67e-06
1768,3.17e-07,0.0,7.13e-05,1.77e-06
1769,3.19e-07,0.0,7.159999999999999e-05,1.8699999999999999e-06
1770,3.2e-07,0.0,7.199999999999999e-05,1.9699999999999998e-06
1771,3.22e-07,0.0,7.240000000000001e-05,2.0699999999999997e-06
1772,3.24e-07,0.0,7.280000000000001e-05,2.17e-06
1773,3.2600000000000003e-07,0.0,7.32e-05,2.27e-06
1774,3.28e-07,0.0,7.36e-05,2.3600000000000003e-06
1775,3.29e-07,0.0,7.4e-05,2.4599999999999997e-06
1776,3.3100000000000004e-07,0.0,7.439999999999999e-05,2.56e-06
1777,3.3300000000000003e-07,0.0,7.48e-05,2.66e-06
1778,3.35e-07,0.0,7.52e-05,2.76e-06
1779,3.36e-07,0.0,7.549999999999999e-05,2.86e-06
1780,3.38e-07,0.0,7.59e-05,2.95e-06
1781,3.4000000000000003e-07,0.0,7.64e-05,3.05e-06
1782,3.42e-07,0.0,7.68e-05,3.15e-06
1783,3.44e-07,0.0,7.72e-05,3.25e-06
1784,3.46e-07,0.0,7.76e-05,3.35e-06
1785,3.48e-07,0.0,7.81e-05,3.45e-06
1786,3.5e-07,0.0,7.85e-05,3.5500000000000003e-06
1787,3.51e-07,0.0,7.89e-05,3.64e-06
1788,3.53e-07,0.0,7.929999999999999e-05,3.7399999999999998e-06
1789,3.55e-07,0.0,7.98e-05,3.8400000000000005e-06
1790,3.57e-07,0.0,8.02e-05,3.9399999999999995e-06
1791,3.5899999999999997e-07,0.0,8.07e-05,4.04e-06
1792,3.61e-07,0.0,8.12e-05,4.139999999999999e-06
1793,3.63e-07,0.0,8.17e-05,4.23e-06
1794,3.65e-07,0.0,8.219999999999999e-05,4.33e-06
1795,3.67e-07,0.0,8.269999999999999e-05,4.43e-06
1796,3.6900000000000004e-07,0.0,8.319999999999999e-05,4.53e-06
1797,3.7100000000000003e-07,0.0,8.37e-05,4.63e-06
1798,3.73e-07,0.0,8.42e-05,4.73e-06
1799,3.75e-07,0.0,8.47e-05,4.83e-06
1800,3.77e-07,0.0,8.52e-05,4.9199999999999995e-06
1801,3.8e-07,0.0,8.59e-05,5.02e-06
1802,3.82e-07,0.0,8.659999999999999e-05,5.12e-06
1803,3.8499999999999997e-07,0.0,8.730000000000001e-05,5.22e-06
1804,3.8699999999999996e-07,0.0,8.8e-05,5.32e-06
1805,3.8999999999999997e-07,0.0,8.88e-05,5.420000000000001e-06
1806,3.9199999999999996e-07,0.0,8.95e-05,5.52e-06
1807,3.94e-07,0.0,9.02e-05,5.6100000000000005e-06
1808,3.97e-07,0.0,9.09e-05,5.7099999999999995e-06
1809,3.99e-07,0.0,9.17e-05,5.81e-06
1810,4.02e-07,0.0,9.24e-05,5.91e-06
1811,4.04e-07,0.0,9.34e-05,6.01e-06
1812,4.0700000000000003e-07,0.0,9.44e-05,6.11e-06
1813,4.1e-07,0.0,9.54e-05,6.2e-06
1814,4.12e-07,0.0,9.64e-05,6.3e-06
1815,4.15e-07,0.0,9.74e-05,6.4000000000000006e-06
1816,4.18e-07,0.0,9.84e-05,6.5e-06
1817,4.2099999999999997e-07,0.0,9.94e-05,6.6e-06
1818,4.2299999999999996e-07,0.0,0.0001,6.7e-06
1819,4.26e-07,0.0,0.000101,6.799999999999999e-06
1820,4.2900000000000004e-07,0.0,0.000102,6.89e-06
1821,4.37e-07,0.0,0.000104,6.99e-06
1822,4.45e-07,0.0,0.000106,7.09e-06
1823,4.53e-07,0.0,0.000108,7.190000000000001e-06
1824,4.6200000000000003e-07,0.0,0.00010899999999999999,7.29e-06
1825,4.7e-07,0.0,0.000111,7.3899999999999995e-06
1826,4.78e-07,0.0,0.00011300000000000001,7.4799999999999995e-06
1827,4.86e-07,0.0,0.000114,7.58e-06
1828,4.94e-07,0.0,0.000116,7.680000000000001e-06
1829,5.019999999999999e-07,0.0,0.000118,7.78e-06
1830,5.1e-07,0.0,0.00011999999999999999,7.879999999999999e-06
1831,5.19e-07,0.0,0.000121,7.98e-06
1832,5.280000000000001e-07,0.0,0.000123,8.08e-06
1833,5.37e-07,0.0,0.000125,8.17e-06
1834,5.46e-07,0.0,0.000127,8.269999999999999e-06
1835,5.550000000000001e-07,0.0,0.000128,8.370000000000001e-06
1836,5.64e-07,0.0,0.00013000000000000002,8.47e-06
1837,5.730000000000001e-07,0.0,0.000132,8.57e-06
1838,5.81e-07,0.0,0.000133,8.67e-06
1839,5.900000000000001e-07,0.0,0.000135,8.77e-06
1840,5.99e-07,0.0,0.00013700000000000002,8.86e-06
1841,6.1e-07,0.0,0.00013900000000000002,8.959999999999999e-06
1842,6.2e-07,0.0,0.00014099999999999998,9.06e-06
1843,6.310000000000001e-07,0.0,0.00014299999999999998,9.16e-06
1844,6.41e-07,0.0,0.000145,9.26e-06
1845,6.520000000000001e-07,0.0,0.000147,9.36e-06
1846,6.620000000000001e-07,0.0,0.000149,9.45e-06
1847,6.73e-07,0.0,0.00015099999999999998,9.55e-06
1848,6.83e-07,0.0,0.000153,9.65e-06
1849,6.939999999999999e-07,0.0,0.000155,9.75e-06
1850,9.29e-07,1.61e-09,0.000157,9.849999999999999e-06
1851,9.380000000000001e-07,1.65e-09,0.00015900000000000002,9.950000000000001e-06
1852,9.48e-07,1.68e-09,0.000161,1e-05
1853,9.59e-07,1.7099999999999999e-09,0.000164,1.01e-05
1854,9.69e-07,1.74e-09,0.000166,1.02e-05
1855,9.79e-07,1.77e-09,0.00016800000000000002,1.03e-05
1856,9.92e-07,1.79e-09,0.000171,1.0399999999999999e-05
1857,1e-06,1.81e-09,0.00017299999999999998,1.0500000000000001e-05
1858,1.01e-06,1.83e-09,0.000175,1.06e-05
1859,1.02e-06,1.84e-09,0.000178,1.07e-05
1860,1.03e-06,1.85e-09,0.00017999999999999998,1.08e-05
1861,1.03e-06,1.85e-09,0.000182,1.09e-05
1862,1.04e-06,1.85e-09,0.000184,1.1e-05
1863,1.05e-06,1.85e-09,0.000186,1.11e-05
1864,1.06e-06,1.86e-09,0.000189,1.12e-05
1865,1.07e-06,1.86e-09,0.000191,1.1299999999999999e-05
1866,1.07e-06,1.86e-09,0.000193,1.1400000000000001e-05
1867,1.08e-06,1.86e-09,0.000195,1.15e-05
1868,1.09e-06,1.86e-09,0.00019700000000000002,1.1599999999999999e-05
1869,1.09e-06,1.86e-09,0.000199,1.17e-05
1870,1.1e-06,1.87e-09,0.000202,1.18e-05
1871,1.1100000000000002e-06,1.9e-09,0.000204,1.1900000000000001e-05
1872,1.13e-06,1.98e-09,0.000207,1.2e-05
1873,1.16e-06,2.09e-09,0.00020999999999999998,1.21e-05
1874,1.19e-06,2.23e-09,0.000212,1.22e-05
1875,1.22e-06,2.39e-09,0.000215,1.23e-05
1876,1.25e-06,2.55e-09,0.00021799999999999999,1.24e-05
1877,1.28e-06,2.7e-09,0.00022,1.25e-05
1878,1.31e-06,2.83e-09,0.000223,1.26e-05
1879,1.33e-06,2.9399999999999998e-09,0.00022600000000000002,1.2699999999999999e-05
1880,1.35e-06,3e-09,0.000228,1.2800000000000001e-05
1881,1.37e-06,3.0400000000000003e-09,0.00023300000000000003,1.29e-05
1882,1.38e-06,3.07e-09,0.00023799999999999998,1.3e-05
1883,1.4e-06,3.09e-09,0.000243,1.31e-05
1884,1.41e-06,3.11e-09,0.000247,1.32e-05
1885,1.42e-06,3.13e-09,0.000252,1.33e-05
1886,1.4400000000000002e-06,3.15e-09,0.000257,1.34e-05
1887,1.4499999999999999e-06,3.17e-09,0.000262,1.35e-05
1888,1.47e-06,3.19e-09,0.00026700000000000004,1.3599999999999999e-05
